Provinces_Name,Time,Literacy,Total_Population,Education_expenditure,Pulau
Maluku Utara,2026,0.99,142,875,Maluku
Maluku Utara,2027,0.99,144,874,Maluku
Maluku Utara,2028,0.99,146,876,Maluku
Maluku Utara,2029,0.99,149,875,Maluku
Maluku Utara,2030,0.99,151,875,Maluku
Maluku Utara,2031,0.99,153,875,Maluku
Maluku Utara,2032,0.99,155,875,Maluku
Maluku Utara,2033,0.99,158,875,Maluku
Maluku Utara,2034,0.99,160,875,Maluku
Maluku Utara,2035,0.99,162,875,Maluku
Maluku Utara,2036,0.99,165,875,Maluku
Maluku Utara,2037,0.99,167,875,Maluku
Maluku Utara,2038,0.99,169,875,Maluku
Maluku Utara,2039,0.99,172,875,Maluku
Maluku Utara,2040,0.99,174,875,Maluku
Maluku Utara,2041,0.99,176,875,Maluku
Maluku Utara,2042,0.99,178,875,Maluku
Maluku Utara,2043,0.99,181,875,Maluku
Maluku Utara,2044,0.99,183,875,Maluku
Maluku Utara,2045,0.99,185,875,Maluku
Nanggroe Aceh Darussalam,2010,0.97,452,923,Sumatera
Nanggroe Aceh Darussalam,2011,0.96,462,962,Sumatera
Nanggroe Aceh Darussalam,2012,0.96,472,946,Sumatera
Nanggroe Aceh Darussalam,2013,0.97,481,809,Sumatera
Nanggroe Aceh Darussalam,2014,0.97,491,1169,Sumatera
Nanggroe Aceh Darussalam,2015,0.98,500,389,Sumatera
Nanggroe Aceh Darussalam,2016,0.98,510,957,Sumatera
Nanggroe Aceh Darussalam,2017,0.98,519,3559,Sumatera
Nanggroe Aceh Darussalam,2018,0.98,528,3736,Sumatera
Nanggroe Aceh Darussalam,2019,0.98,537,4387,Sumatera
Nanggroe Aceh Darussalam,2020,0.99,546,3910,Sumatera
Nanggroe Aceh Darussalam,2021,0.99,555,4011,Sumatera
Nanggroe Aceh Darussalam,2022,0.99,564,4103,Sumatera
Nanggroe Aceh Darussalam,2023,0.99,572,4008,Sumatera
Nanggroe Aceh Darussalam,2024,0.99,581,4041,Sumatera
Nanggroe Aceh Darussalam,2025,0.99,590,4050,Sumatera
Nanggroe Aceh Darussalam,2026,0.99,599,4033,Sumatera
Nanggroe Aceh Darussalam,2027,0.99,608,4041,Sumatera
Nanggroe Aceh Darussalam,2028,0.99,617,4042,Sumatera
Nanggroe Aceh Darussalam,2029,0.99,626,4039,Sumatera
Nanggroe Aceh Darussalam,2030,0.99,634,4041,Sumatera
Nanggroe Aceh Darussalam,2031,0.99,643,4040,Sumatera
Nanggroe Aceh Darussalam,2032,0.99,652,4040,Sumatera
Nanggroe Aceh Darussalam,2033,0.99,661,4040,Sumatera
Nanggroe Aceh Darussalam,2034,0.99,670,4040,Sumatera
Nanggroe Aceh Darussalam,2035,0.99,679,4040,Sumatera
Nanggroe Aceh Darussalam,2036,0.99,687,4040,Sumatera
Nanggroe Aceh Darussalam,2037,0.99,696,4040,Sumatera
Nanggroe Aceh Darussalam,2038,0.99,705,4040,Sumatera
Nanggroe Aceh Darussalam,2039,0.99,714,4040,Sumatera
Nanggroe Aceh Darussalam,2040,0.99,723,4040,Sumatera
Nanggroe Aceh Darussalam,2041,0.99,732,4040,Sumatera
Nanggroe Aceh Darussalam,2042,0.99,740,4040,Sumatera
Nanggroe Aceh Darussalam,2043,0.99,749,4040,Sumatera
Nanggroe Aceh Darussalam,2044,0.99,758,4040,Sumatera
Nanggroe Aceh Darussalam,2045,0.99,767,4040,Sumatera
Nusa Tenggara Barat,2010,0.81,452,32,Bali & Nusa Tenggara
Nusa Tenggara Barat,2011,0.83,458,36,Bali & Nusa Tenggara
Nusa Tenggara Barat,2012,0.84,465,37,Bali & Nusa Tenggara
Nusa Tenggara Barat,2013,0.85,471,43,Bali & Nusa Tenggara
Nusa Tenggara Barat,2014,0.87,477,60,Bali & Nusa Tenggara
Nusa Tenggara Barat,2015,0.87,484,38,Bali & Nusa Tenggara
Nusa Tenggara Barat,2016,0.87,490,31,Bali & Nusa Tenggara
Nusa Tenggara Barat,2017,0.87,496,1841,Bali & Nusa Tenggara
Nusa Tenggara Barat,2018,0.87,501,1828,Bali & Nusa Tenggara
Nusa Tenggara Barat,2019,0.88,507,1934,Bali & Nusa Tenggara
Nusa Tenggara Barat,2020,0.89,513,2017,Bali & Nusa Tenggara
Nusa Tenggara Barat,2021,0.88,518,1926,Bali & Nusa Tenggara
Nusa Tenggara Barat,2022,0.88,524,1959,Bali & Nusa Tenggara
Nusa Tenggara Barat,2023,0.88,529,1967,Bali & Nusa Tenggara
Nusa Tenggara Barat,2024,0.88,535,1951,Bali & Nusa Tenggara
Nusa Tenggara Barat,2025,0.88,540,1959,Bali & Nusa Tenggara
Nusa Tenggara Barat,2026,0.88,546,1959,Bali & Nusa Tenggara
Nusa Tenggara Barat,2027,0.88,551,1956,Bali & Nusa Tenggara
Nusa Tenggara Barat,2028,0.88,557,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2029,0.88,562,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2030,0.88,568,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2031,0.88,573,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2032,0.88,579,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2033,0.88,584,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2034,0.88,590,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2035,0.88,595,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2036,0.88,601,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2037,0.88,606,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2038,0.88,612,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2039,0.88,618,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2040,0.88,623,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2041,0.88,629,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2042,0.88,634,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2043,0.88,640,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2044,0.88,645,1958,Bali & Nusa Tenggara
Nusa Tenggara Barat,2045,0.88,651,1958,Bali & Nusa Tenggara
Nusa Tenggara Timur,2010,0.89,471,56,Bali & Nusa Tenggara
Nusa Tenggara Timur,2011,0.88,479,83,Bali & Nusa Tenggara
Nusa Tenggara Timur,2012,0.89,487,92,Bali & Nusa Tenggara
Nusa Tenggara Timur,2013,0.90,495,77,Bali & Nusa Tenggara
Nusa Tenggara Timur,2014,0.91,504,84,Bali & Nusa Tenggara
Nusa Tenggara Timur,2015,0.91,512,50,Bali & Nusa Tenggara
Nusa Tenggara Timur,2016,0.92,520,54,Bali & Nusa Tenggara
Nusa Tenggara Timur,2017,0.92,529,2181,Bali & Nusa Tenggara
Nusa Tenggara Timur,2018,0.92,537,2271,Bali & Nusa Tenggara
Nusa Tenggara Timur,2019,0.93,546,2721,Bali & Nusa Tenggara
Nusa Tenggara Timur,2020,0.95,554,3005,Bali & Nusa Tenggara
Nusa Tenggara Timur,2021,0.93,563,2665,Bali & Nusa Tenggara
Nusa Tenggara Timur,2022,0.94,571,2797,Bali & Nusa Tenggara
Nusa Tenggara Timur,2023,0.94,580,2822,Bali & Nusa Tenggara
Nusa Tenggara Timur,2024,0.94,588,2761,Bali & Nusa Tenggara
Nusa Tenggara Timur,2025,0.94,597,2794,Bali & Nusa Tenggara
Nusa Tenggara Timur,2026,0.94,605,2792,Bali & Nusa Tenggara
Nusa Tenggara Timur,2027,0.94,614,2782,Bali & Nusa Tenggara
Nusa Tenggara Timur,2028,0.94,622,2789,Bali & Nusa Tenggara
Nusa Tenggara Timur,2029,0.94,631,2788,Bali & Nusa Tenggara
Nusa Tenggara Timur,2030,0.94,639,2787,Bali & Nusa Tenggara
Nusa Tenggara Timur,2031,0.94,648,2788,Bali & Nusa Tenggara
Nusa Tenggara Timur,2032,0.94,656,2788,Bali & Nusa Tenggara
Nusa Tenggara Timur,2033,0.94,665,2787,Bali & Nusa Tenggara
Nusa Tenggara Timur,2034,0.94,673,2788,Bali & Nusa Tenggara
Nusa Tenggara Timur,2035,0.94,682,2788,Bali & Nusa Tenggara
Nusa Tenggara Timur,2036,0.94,690,2788,Bali & Nusa Tenggara
Nusa Tenggara Timur,2037,0.94,699,2788,Bali & Nusa Tenggara
Nusa Tenggara Timur,2038,0.94,707,2788,Bali & Nusa Tenggara
Nusa Tenggara Timur,2039,0.94,716,2788,Bali & Nusa Tenggara
Nusa Tenggara Timur,2040,0.94,725,2788,Bali & Nusa Tenggara
Nusa Tenggara Timur,2041,0.94,733,2788,Bali & Nusa Tenggara
Nusa Tenggara Timur,2042,0.94,742,2788,Bali & Nusa Tenggara
Nusa Tenggara Timur,2043,0.94,750,2788,Bali & Nusa Tenggara
Nusa Tenggara Timur,2044,0.94,759,2788,Bali & Nusa Tenggara
Nusa Tenggara Timur,2045,0.94,767,2788,Bali & Nusa Tenggara
Papua,2010,0.68,286,248,Papua
Papua,2011,0.64,292,271,Papua
Papua,2012,0.66,297,292,Papua
Papua,2013,0.68,303,270,Papua
Papua,2014,0.71,309,278,Papua
Papua,2015,0.71,315,81,Papua
Papua,2016,0.71,321,210,Papua
Papua,2017,0.74,327,2477,Papua
Papua,2018,0.77,332,2620,Papua
Papua,2019,0.78,338,3362,Papua
Papua,2020,0.79,344,3203,Papua
Papua,2021,0.78,349,3062,Papua
Papua,2022,0.78,355,3209,Papua
Papua,2023,0.78,360,3158,Papua
Papua,2024,0.78,366,3143,Papua
Papua,2025,0.78,372,3170,Papua
Papua,2026,0.78,377,3157,Papua
Papua,2027,0.78,383,3157,Papua
Papua,2028,0.78,388,3161,Papua
Papua,2029,0.78,394,3158,Papua
Papua,2030,0.78,400,3159,Papua
Papua,2031,0.78,405,3159,Papua
Papua,2032,0.78,411,3159,Papua
Papua,2033,0.78,417,3159,Papua
Papua,2034,0.78,422,3159,Papua
Papua,2035,0.78,428,3159,Papua
Papua,2036,0.78,433,3159,Papua
Papua,2037,0.78,439,3159,Papua
Papua,2038,0.78,445,3159,Papua
Papua,2039,0.78,450,3159,Papua
Papua,2040,0.78,456,3159,Papua
Papua,2041,0.78,461,3159,Papua
Papua,2042,0.78,467,3159,Papua
Papua,2043,0.78,473,3159,Papua
Papua,2044,0.78,478,3159,Papua
Papua,2045,0.78,484,3159,Papua
Papua Barat,2010,0.95,77,114,Papua
Papua Barat,2011,0.92,79,127,Papua
Papua Barat,2012,0.95,81,133,Papua
Papua Barat,2013,0.96,83,126,Papua
Papua Barat,2014,0.97,85,1281,Papua
Papua Barat,2015,0.97,87,77,Papua
Papua Barat,2016,0.97,89,48,Papua
Papua Barat,2017,0.97,92,763,Papua
Papua Barat,2018,0.97,94,930,Papua
Papua Barat,2019,0.98,96,1006,Papua
Papua Barat,2020,0.99,98,1018,Papua
Papua Barat,2021,0.99,100,985,Papua
Papua Barat,2022,0.99,103,1003,Papua
Papua Barat,2023,0.99,105,1002,Papua
Papua Barat,2024,0.99,107,996,Papua
Papua Barat,2025,0.99,109,1000,Papua
Papua Barat,2026,0.99,112,999,Papua
Papua Barat,2027,0.99,114,999,Papua
Papua Barat,2028,0.99,116,999,Papua
Papua Barat,2029,0.99,118,999,Papua
Papua Barat,2030,0.99,120,999,Papua
Papua Barat,2031,0.99,123,999,Papua
Papua Barat,2032,0.99,125,999,Papua
Papua Barat,2033,0.99,127,999,Papua
Papua Barat,2034,0.99,129,999,Papua
Papua Barat,2035,0.99,131,999,Papua
Papua Barat,2036,0.99,134,999,Papua
Papua Barat,2037,0.99,136,999,Papua
Papua Barat,2038,0.99,138,999,Papua
Papua Barat,2039,0.99,140,999,Papua
Papua Barat,2040,0.99,143,999,Papua
Papua Barat,2041,0.99,145,999,Papua
Papua Barat,2042,0.99,147,999,Papua
Papua Barat,2043,0.99,149,999,Papua
Papua Barat,2044,0.99,151,999,Papua
Papua Barat,2045,0.99,154,999,Papua
Riau,2010,0.98,557,744,Sumatera
Riau,2011,0.98,573,983,Sumatera
Riau,2012,0.98,588,733,Sumatera
Riau,2013,0.98,603,820,Sumatera
Riau,2014,0.99,619,376,Sumatera
Riau,2015,0.99,634,335,Sumatera
Riau,2016,0.99,650,629,Sumatera
Riau,2017,0.99,666,3158,Sumatera
Riau,2018,0.99,681,2920,Sumatera
Riau,2019,0.99,697,3071,Sumatera
Riau,2020,0.99,713,3346,Sumatera
Riau,2021,0.99,728,3112,Sumatera
Riau,2022,0.99,744,3176,Sumatera
Riau,2023,0.99,760,3211,Sumatera
Riau,2024,0.99,775,3167,Sumatera
Riau,2025,0.99,791,3185,Sumatera
Riau,2026,0.99,807,3188,Sumatera
Riau,2027,0.99,822,3180,Sumatera
Riau,2028,0.99,838,3184,Sumatera
Riau,2029,0.99,854,3184,Sumatera
Riau,2030,0.99,869,3183,Sumatera
Riau,2031,0.99,885,3184,Sumatera
Riau,2032,0.99,901,3183,Sumatera
Riau,2033,0.99,916,3183,Sumatera
Riau,2034,0.99,932,3183,Sumatera
Riau,2035,0.99,948,3183,Sumatera
Riau,2036,0.99,963,3183,Sumatera
Riau,2037,0.99,979,3183,Sumatera
Riau,2038,0.99,995,3183,Sumatera
Riau,2039,0.99,1010,3183,Sumatera
Riau,2040,0.99,1026,3183,Sumatera
Riau,2041,0.99,1042,3183,Sumatera
Riau,2042,0.99,1057,3183,Sumatera
Riau,2043,0.99,1073,3183,Sumatera
Riau,2044,0.99,1089,3183,Sumatera
Riau,2045,0.99,1104,3183,Sumatera
Sulawesi Barat,2010,0.88,116,36,Sulawesi
Sulawesi Barat,2011,0.88,119,41,Sulawesi
Sulawesi Barat,2012,0.89,121,46,Sulawesi
Sulawesi Barat,2013,0.91,123,41,Sulawesi
Sulawesi Barat,2014,0.92,126,43,Sulawesi
Sulawesi Barat,2015,0.93,128,59,Sulawesi
Sulawesi Barat,2016,0.93,131,135,Sulawesi
Sulawesi Barat,2017,0.93,133,401,Sulawesi
Sulawesi Barat,2018,0.93,136,346,Sulawesi
Sulawesi Barat,2019,0.94,138,441,Sulawesi
Sulawesi Barat,2020,0.96,141,783,Sulawesi
Sulawesi Barat,2021,0.94,143,523,Sulawesi
Sulawesi Barat,2022,0.94,145,583,Sulawesi
Sulawesi Barat,2023,0.95,148,630,Sulawesi
Sulawesi Barat,2024,0.94,150,579,Sulawesi
Sulawesi Barat,2025,0.95,153,597,Sulawesi
Sulawesi Barat,2026,0.95,155,602,Sulawesi
Sulawesi Barat,2027,0.95,158,592,Sulawesi
Sulawesi Barat,2028,0.95,160,597,Sulawesi
Sulawesi Barat,2029,0.95,163,597,Sulawesi
Sulawesi Barat,2030,0.95,165,595,Sulawesi
Sulawesi Barat,2031,0.95,168,597,Sulawesi
Sulawesi Barat,2032,0.95,170,596,Sulawesi
Sulawesi Barat,2033,0.95,173,596,Sulawesi
Sulawesi Barat,2034,0.95,175,596,Sulawesi
Sulawesi Barat,2035,0.95,178,596,Sulawesi
Sulawesi Barat,2036,0.95,180,596,Sulawesi
Sulawesi Barat,2037,0.95,183,596,Sulawesi
Sulawesi Barat,2038,0.95,185,596,Sulawesi
Sulawesi Barat,2039,0.95,188,596,Sulawesi
Sulawesi Barat,2040,0.95,190,596,Sulawesi
Sulawesi Barat,2041,0.95,192,596,Sulawesi
Sulawesi Barat,2042,0.95,195,596,Sulawesi
Sulawesi Barat,2043,0.95,197,596,Sulawesi
Sulawesi Barat,2044,0.95,200,596,Sulawesi
Sulawesi Barat,2045,0.95,202,596,Sulawesi
Sulawesi Selatan,2010,0.88,806,91,Sulawesi
Sulawesi Selatan,2011,0.88,816,108,Sulawesi
Sulawesi Selatan,2012,0.89,825,125,Sulawesi
Sulawesi Selatan,2013,0.90,834,117,Sulawesi
Sulawesi Selatan,2014,0.91,843,87,Sulawesi
Sulawesi Selatan,2015,0.91,852,56,Sulawesi
Sulawesi Selatan,2016,0.92,861,108,Sulawesi
Sulawesi Selatan,2017,0.92,869,3868,Sulawesi
Sulawesi Selatan,2018,0.92,877,3897,Sulawesi
Sulawesi Selatan,2019,0.92,885,3969,Sulawesi
Sulawesi Selatan,2020,0.94,893,4113,Sulawesi
Sulawesi Selatan,2021,0.93,900,3993,Sulawesi
Sulawesi Selatan,2022,0.93,908,4025,Sulawesi
Sulawesi Selatan,2023,0.93,916,4043,Sulawesi
Sulawesi Selatan,2024,0.93,924,4020,Sulawesi
Sulawesi Selatan,2025,0.93,931,4029,Sulawesi
Sulawesi Selatan,2026,0.93,939,4031,Sulawesi
Sulawesi Selatan,2027,0.93,947,4027,Sulawesi
Sulawesi Selatan,2028,0.93,954,4029,Sulawesi
Sulawesi Selatan,2029,0.93,962,4029,Sulawesi
Sulawesi Selatan,2030,0.93,970,4028,Sulawesi
Sulawesi Selatan,2031,0.93,977,4029,Sulawesi
Sulawesi Selatan,2032,0.93,985,4029,Sulawesi
Sulawesi Selatan,2033,0.93,993,4029,Sulawesi
Sulawesi Selatan,2034,0.93,1000,4029,Sulawesi
Sulawesi Selatan,2035,0.93,1008,4029,Sulawesi
Sulawesi Selatan,2036,0.93,1016,4029,Sulawesi
Sulawesi Selatan,2037,0.93,1023,4029,Sulawesi
Sulawesi Selatan,2038,0.93,1031,4029,Sulawesi
Sulawesi Selatan,2039,0.93,1039,4029,Sulawesi
Sulawesi Selatan,2040,0.93,1046,4029,Sulawesi
Sulawesi Selatan,2041,0.93,1054,4029,Sulawesi
Sulawesi Selatan,2042,0.93,1062,4029,Sulawesi
Sulawesi Selatan,2043,0.93,1069,4029,Sulawesi
Sulawesi Selatan,2044,0.93,1077,4029,Sulawesi
Sulawesi Selatan,2045,0.93,1085,4029,Sulawesi
Sulawesi Tengah,2010,0.96,265,108,Sulawesi
Sulawesi Tengah,2011,0.95,269,92,Sulawesi
Sulawesi Tengah,2012,0.95,274,109,Sulawesi
Sulawesi Tengah,2013,0.96,279,124,Sulawesi
Sulawesi Tengah,2014,0.97,283,108,Sulawesi
Sulawesi Tengah,2015,0.97,288,101,Sulawesi
Sulawesi Tengah,2016,0.98,292,190,Sulawesi
Sulawesi Tengah,2017,0.98,297,1287,Sulawesi
Sulawesi Tengah,2018,0.98,301,1244,Sulawesi
Sulawesi Tengah,2019,0.98,305,1393,Sulawesi
Sulawesi Tengah,2020,0.99,310,1677,Sulawesi
Sulawesi Tengah,2021,0.99,314,1438,Sulawesi
Sulawesi Tengah,2022,0.99,318,1503,Sulawesi
Sulawesi Tengah,2023,0.99,323,1539,Sulawesi
Sulawesi Tengah,2024,0.99,327,1493,Sulawesi
Sulawesi Tengah,2025,0.99,331,1512,Sulawesi
Sulawesi Tengah,2026,0.99,335,1515,Sulawesi
Sulawesi Tengah,2027,0.99,340,1507,Sulawesi
Sulawesi Tengah,2028,0.99,344,1511,Sulawesi
Sulawesi Tengah,2029,0.99,348,1511,Sulawesi
Sulawesi Tengah,2030,0.99,353,1509,Sulawesi
Sulawesi Tengah,2031,0.99,357,1510,Sulawesi
Sulawesi Tengah,2032,0.99,361,1510,Sulawesi
Sulawesi Tengah,2033,0.99,366,1510,Sulawesi
Sulawesi Tengah,2034,0.99,370,1510,Sulawesi
Sulawesi Tengah,2035,0.99,374,1510,Sulawesi
Sulawesi Tengah,2036,0.99,378,1510,Sulawesi
Sulawesi Tengah,2037,0.99,383,1510,Sulawesi
Sulawesi Tengah,2038,0.99,387,1510,Sulawesi
Sulawesi Tengah,2039,0.99,391,1510,Sulawesi
Sulawesi Tengah,2040,0.99,396,1510,Sulawesi
Sulawesi Tengah,2041,0.99,400,1510,Sulawesi
Sulawesi Tengah,2042,0.99,404,1510,Sulawesi
Sulawesi Tengah,2043,0.99,408,1510,Sulawesi
Sulawesi Tengah,2044,0.99,413,1510,Sulawesi
Sulawesi Tengah,2045,0.99,417,1510,Sulawesi
Sulawesi Tenggara,2010,0.92,224,56,Sulawesi
Sulawesi Tenggara,2011,0.91,229,73,Sulawesi
Sulawesi Tenggara,2012,0.91,235,90,Sulawesi
Sulawesi Tenggara,2013,0.93,240,77,Sulawesi
Sulawesi Tenggara,2014,0.94,245,63,Sulawesi
Sulawesi Tenggara,2015,0.94,250,49,Sulawesi
Sulawesi Tenggara,2016,0.94,255,101,Sulawesi
Sulawesi Tenggara,2017,0.94,260,1360,Sulawesi
Sulawesi Tenggara,2018,0.94,265,1468,Sulawesi
Sulawesi Tenggara,2019,0.95,270,1599,Sulawesi
Sulawesi Tenggara,2020,0.98,276,1698,Sulawesi
Sulawesi Tenggara,2021,0.96,281,1589,Sulawesi
Sulawesi Tenggara,2022,0.96,286,1629,Sulawesi
Sulawesi Tenggara,2023,0.97,291,1639,Sulawesi
Sulawesi Tenggara,2024,0.96,296,1619,Sulawesi
Sulawesi Tenggara,2025,0.96,301,1629,Sulawesi
Sulawesi Tenggara,2026,0.96,306,1629,Sulawesi
Sulawesi Tenggara,2027,0.96,311,1625,Sulawesi
Sulawesi Tenggara,2028,0.96,316,1628,Sulawesi
Sulawesi Tenggara,2029,0.96,321,1627,Sulawesi
Sulawesi Tenggara,2030,0.96,326,1627,Sulawesi
Sulawesi Tenggara,2031,0.96,331,1627,Sulawesi
Sulawesi Tenggara,2032,0.96,337,1627,Sulawesi
Sulawesi Tenggara,2033,0.96,342,1627,Sulawesi
Sulawesi Tenggara,2034,0.96,347,1627,Sulawesi
Sulawesi Tenggara,2035,0.96,352,1627,Sulawesi
Sulawesi Tenggara,2036,0.96,357,1627,Sulawesi
Sulawesi Tenggara,2037,0.96,362,1627,Sulawesi
Sulawesi Tenggara,2038,0.96,367,1627,Sulawesi
Sulawesi Tenggara,2039,0.96,372,1627,Sulawesi
Sulawesi Tenggara,2040,0.96,377,1627,Sulawesi
Sulawesi Tenggara,2041,0.96,382,1627,Sulawesi
Sulawesi Tenggara,2042,0.96,387,1627,Sulawesi
Sulawesi Tenggara,2043,0.96,393,1627,Sulawesi
Sulawesi Tenggara,2044,0.96,398,1627,Sulawesi
Sulawesi Tenggara,2045,0.96,403,1627,Sulawesi
Sulawesi Utara,2010,0.99,228,184,Sulawesi
Sulawesi Utara,2011,0.99,231,116,Sulawesi
Sulawesi Utara,2012,0.99,233,385,Sulawesi
Sulawesi Utara,2013,0.99,236,184,Sulawesi
Sulawesi Utara,2014,0.99,239,109,Sulawesi
Sulawesi Utara,2015,0.99,241,56,Sulawesi
Sulawesi Utara,2016,0.99,244,33,Sulawesi
Sulawesi Utara,2017,0.99,246,1318,Sulawesi
Sulawesi Utara,2018,0.99,248,1299,Sulawesi
Sulawesi Utara,2019,0.99,251,1430,Sulawesi
Sulawesi Utara,2020,0.99,253,1491,Sulawesi
Sulawesi Utara,2021,0.99,255,1407,Sulawesi
Sulawesi Utara,2022,0.99,257,1443,Sulawesi
Sulawesi Utara,2023,0.99,259,1447,Sulawesi
Sulawesi Utara,2024,0.99,262,1432,Sulawesi
Sulawesi Utara,2025,0.99,264,1440,Sulawesi
Sulawesi Utara,2026,0.99,266,1440,Sulawesi
Sulawesi Utara,2027,0.99,268,1437,Sulawesi
Sulawesi Utara,2028,0.99,270,1439,Sulawesi
Sulawesi Utara,2029,0.99,273,1439,Sulawesi
Sulawesi Utara,2030,0.99,275,1438,Sulawesi
Sulawesi Utara,2031,0.99,277,1439,Sulawesi
Sulawesi Utara,2032,0.99,279,1439,Sulawesi
Sulawesi Utara,2033,0.99,281,1439,Sulawesi
Sulawesi Utara,2034,0.99,283,1439,Sulawesi
Sulawesi Utara,2035,0.99,286,1439,Sulawesi
Sulawesi Utara,2036,0.99,288,1439,Sulawesi
Sulawesi Utara,2037,0.99,290,1439,Sulawesi
Sulawesi Utara,2038,0.99,292,1439,Sulawesi
Sulawesi Utara,2039,0.99,294,1439,Sulawesi
Sulawesi Utara,2040,0.99,297,1439,Sulawesi
Sulawesi Utara,2041,0.99,299,1439,Sulawesi
Sulawesi Utara,2042,0.99,301,1439,Sulawesi
Sulawesi Utara,2043,0.99,303,1439,Sulawesi
Sulawesi Utara,2044,0.99,305,1439,Sulawesi
Sulawesi Utara,2045,0.99,307,1439,Sulawesi
Sumatera Barat,2010,0.97,487,192,Sumatera
Sumatera Barat,2011,0.96,493,116,Sumatera
Sumatera Barat,2012,0.97,500,126,Sumatera
Sumatera Barat,2013,0.97,507,111,Sumatera
Sumatera Barat,2014,0.98,513,122,Sumatera
Sumatera Barat,2015,0.99,520,89,Sumatera
Sumatera Barat,2016,0.99,526,147,Sumatera
Sumatera Barat,2017,0.99,532,1922,Sumatera
Sumatera Barat,2018,0.99,538,2967,Sumatera
Sumatera Barat,2019,0.99,544,3185,Sumatera
Sumatera Barat,2020,0.99,550,3029,Sumatera
Sumatera Barat,2021,0.99,556,3061,Sumatera
Sumatera Barat,2022,0.99,561,3092,Sumatera
Sumatera Barat,2023,0.99,567,3061,Sumatera
Sumatera Barat,2024,0.99,573,3071,Sumatera
Sumatera Barat,2025,0.99,579,3074,Sumatera
Sumatera Barat,2026,0.99,584,3069,Sumatera
Sumatera Barat,2027,0.99,590,3071,Sumatera
Sumatera Barat,2028,0.99,596,3072,Sumatera
Sumatera Barat,2029,0.99,602,3071,Sumatera
Sumatera Barat,2030,0.99,607,3071,Sumatera
Sumatera Barat,2031,0.99,613,3071,Sumatera
Sumatera Barat,2032,0.99,619,3071,Sumatera
Sumatera Barat,2033,0.99,625,3071,Sumatera
Sumatera Barat,2034,0.99,630,3071,Sumatera
Sumatera Barat,2035,0.99,636,3071,Sumatera
Sumatera Barat,2036,0.99,642,3071,Sumatera
Sumatera Barat,2037,0.99,648,3071,Sumatera
Sumatera Barat,2038,0.99,653,3071,Sumatera
Sumatera Barat,2039,0.99,659,3071,Sumatera
Sumatera Barat,2040,0.99,665,3071,Sumatera
Sumatera Barat,2041,0.99,671,3071,Sumatera
Sumatera Barat,2042,0.99,676,3071,Sumatera
Sumatera Barat,2043,0.99,682,3071,Sumatera
Sumatera Barat,2044,0.99,688,3071,Sumatera
Sumatera Barat,2045,0.99,694,3071,Sumatera
Sumatera Selatan,2010,0.97,748,552,Sumatera
Sumatera Selatan,2011,0.97,760,256,Sumatera
Sumatera Selatan,2012,0.97,771,249,Sumatera
Sumatera Selatan,2013,0.97,783,297,Sumatera
Sumatera Selatan,2014,0.98,794,251,Sumatera
Sumatera Selatan,2015,0.98,805,115,Sumatera
Sumatera Selatan,2016,0.98,816,130,Sumatera
Sumatera Selatan,2017,0.99,827,1597,Sumatera
Sumatera Selatan,2018,0.99,837,2958,Sumatera
Sumatera Selatan,2019,0.99,847,3024,Sumatera
Sumatera Selatan,2020,0.99,857,3294,Sumatera
Sumatera Selatan,2021,0.99,867,3092,Sumatera
Sumatera Selatan,2022,0.99,876,3137,Sumatera
Sumatera Selatan,2023,0.99,886,3174,Sumatera
Sumatera Selatan,2024,0.99,896,3134,Sumatera
Sumatera Selatan,2025,0.99,905,3148,Sumatera
Sumatera Selatan,2026,0.99,915,3152,Sumatera
Sumatera Selatan,2027,0.99,925,3145,Sumatera
Sumatera Selatan,2028,0.99,935,3148,Sumatera
Sumatera Selatan,2029,0.99,944,3149,Sumatera
Sumatera Selatan,2030,0.99,954,3147,Sumatera
Sumatera Selatan,2031,0.99,964,3148,Sumatera
Sumatera Selatan,2032,0.99,973,3148,Sumatera
Sumatera Selatan,2033,0.99,983,3148,Sumatera
Sumatera Selatan,2034,0.99,993,3148,Sumatera
Sumatera Selatan,2035,0.99,1003,3148,Sumatera
Sumatera Selatan,2036,0.99,1012,3148,Sumatera
Sumatera Selatan,2037,0.99,1022,3148,Sumatera
Sumatera Selatan,2038,0.99,1032,3148,Sumatera
Sumatera Selatan,2039,0.99,1042,3148,Sumatera
Sumatera Selatan,2040,0.99,1051,3148,Sumatera
