Tahun,Jk,Propinsi,Kab.kota,AHH
2017,Laki-laki,Sumatera Utara,Kota Padangsidimpuan,66.51
2017,Laki-laki,Sumatera Utara,Kota Gunungsitoli,68.39
2017,Laki-laki,Sumatera Barat,Kepulauan Mentawai,62.46
2017,Laki-laki,Sumatera Barat,Pesisir Selatan,68.23
2017,Laki-laki,Sumatera Barat,Solok,65.62
2017,Laki-laki,Sumatera Barat,Sijunjung,63.45
2017,Laki-laki,Sumatera Barat,Tanah Datar,67.07
2017,Laki-laki,Sumatera Barat,Padang Pariaman,65.92
2017,Laki-laki,Sumatera Barat,Agam,69.58
2017,Laki-laki,Sumatera Barat,Lima Puluh Kota,67.28
2017,Laki-laki,Sumatera Barat,Pasaman,64.54
2017,Laki-laki,Sumatera Barat,Solok Selatan,64.91
2017,Laki-laki,Sumatera Barat,Dharmasraya,68.42
2017,Laki-laki,Sumatera Barat,Pasaman Barat,65.23
2017,Laki-laki,Sumatera Barat,Kota Padang,71.24
2017,Laki-laki,Sumatera Barat,Kota Solok,70.96
2017,Laki-laki,Sumatera Barat,Kota Sawah Lunto,67.36
2017,Laki-laki,Sumatera Barat,Kota Padang Panjang,70.49
2017,Laki-laki,Sumatera Barat,Kota Bukittinggi,71.75
2017,Laki-laki,Sumatera Barat,Kota Payakumbuh,71.17
2017,Laki-laki,Sumatera Barat,Kota Pariaman,67.71
2017,Laki-laki,Riau,Kuantan Singingi,66.04
2017,Laki-laki,Riau,Indragiri Hulu,67.81
2017,Laki-laki,Riau,Indragiri Hilir,65.05
2017,Laki-laki,Riau,Pelalawan,68.52
2017,Laki-laki,Riau,Siak,68.62
2017,Laki-laki,Riau,Kampar,68.14
2017,Laki-laki,Riau,Rokan Hulu,67.27
2017,Laki-laki,Riau,Bengkalis,68.67
2017,Laki-laki,Riau,Rokan Hilir,67.63
2017,Laki-laki,Riau,Kepulauan Meranti,64.97
2017,Laki-laki,Riau,Kota Pekanbaru,69.75
2017,Laki-laki,Riau,Kota Dumai,68.35
2017,Laki-laki,Jambi,Kerinci,67.49
2017,Laki-laki,Jambi,Merangin,68.92
2017,Laki-laki,Jambi,Sarolangun,66.87
2017,Laki-laki,Jambi,Batang Hari,68.10
2017,Laki-laki,Jambi,Muaro Jambi,68.89
2017,Laki-laki,Jambi,Tanjung Jabung Timur,63.70
2017,Laki-laki,Jambi,Tanjung Jabung Barat,65.76
2017,Laki-laki,Jambi,Tebo,67.71
2017,Laki-laki,Jambi,Bungo,65.25
2017,Laki-laki,Jambi,Kota Jambi,70.35
2017,Laki-laki,Jambi,Kota Sungai Penuh,69.72
2017,Laki-laki,Sumatera Selatan,Ogan Komering Ulu,65.77
2017,Laki-laki,Sumatera Selatan,Ogan Komering Ilir,66.13
2017,Laki-laki,Sumatera Selatan,Muara Enim,66.64
2017,Laki-laki,Sumatera Selatan,Lahat,63.27
2017,Laki-laki,Sumatera Selatan,Musi Rawas,65.32
2017,Laki-laki,Sumatera Selatan,Musi Banyuasin,66.20
2017,Laki-laki,Sumatera Selatan,Banyu Asin,66.42
2017,Laki-laki,Sumatera Selatan,Ogan Komering Ulu Selatan,64.24
2017,Laki-laki,Sumatera Selatan,Ogan Komering Ulu Timur,66.40
2017,Laki-laki,Sumatera Selatan,Ogan Ilir,62.75
2017,Laki-laki,Sumatera Selatan,Empat Lawang,62.35
2017,Laki-laki,Sumatera Selatan,Penukal Abab Lematang Ilir,65.76
2017,Laki-laki,Sumatera Selatan,Musi Rawas Utara,63.02
2017,Laki-laki,Sumatera Selatan,Kota Palembang,68.07
2017,Laki-laki,Sumatera Selatan,Kota Prabumulih,67.64
2017,Laki-laki,Sumatera Selatan,Kota Pagar Alam,63.87
2017,Laki-laki,Sumatera Selatan,Kota Lubuklinggau,66.65
2017,Laki-laki,Bengkulu,Bengkulu Selatan,65.31
2017,Laki-laki,Bengkulu,Rejang Lebong,65.61
2017,Laki-laki,Bengkulu,Bengkulu Utara,65.46
2017,Laki-laki,Bengkulu,Kaur,63.92
2017,Laki-laki,Bengkulu,Seluma,64.84
2017,Laki-laki,Bengkulu,Mukomuko,63.94
2017,Laki-laki,Bengkulu,Lebong,60.67
2017,Laki-laki,Bengkulu,Kepahiang,65.10
2017,Laki-laki,Bengkulu,Bengkulu Tengah,65.70
2017,Laki-laki,Bengkulu,Kota Bengkulu,67.49
2017,Laki-laki,Lampung,Lampung Barat,64.85
2017,Laki-laki,Lampung,Tanggamus,65.76
2017,Laki-laki,Lampung,Lampung Selatan,66.62
2017,Laki-laki,Lampung,Lampung Timur,68.08
2017,Laki-laki,Lampung,Lampung Tengah,67.25
2017,Laki-laki,Lampung,Lampung Utara,66.44
2017,Laki-laki,Lampung,Way Kanan,66.71
2017,Laki-laki,Lampung,Tulangbawang,67.38
2017,Laki-laki,Lampung,Pesawaran,66.25
2017,Laki-laki,Lampung,Pringsewu,67.10
2017,Laki-laki,Lampung,Mesuji,65.46
2017,Laki-laki,Lampung,Tulang Bawang Barat,67.31
2017,Laki-laki,Lampung,Pesisir Barat,60.61
2017,Laki-laki,Lampung,Kota Bandar Lampung,68.83
2017,Laki-laki,Lampung,Kota Metro,69.12
2017,Laki-laki,Kep. Bangka Belitung,Bangka,68.54
2017,Laki-laki,Kep. Bangka Belitung,Belitung,68.42
2017,Laki-laki,Kep. Bangka Belitung,Bangka Barat,67.61
2017,Laki-laki,Kep. Bangka Belitung,Bangka Tengah,68.46
2017,Laki-laki,Kep. Bangka Belitung,Bangka Selatan,65.11
2017,Laki-laki,Kep. Bangka Belitung,Belitung Timur,69.36
2017,Laki-laki,Kep. Bangka Belitung,Kota Pangkal Pinang,70.67
2017,Laki-laki,Kepulauan Riau,Karimun,68.29
2017,Laki-laki,Kepulauan Riau,Bintan,68.10
2017,Laki-laki,Kepulauan Riau,Natuna,62.37
2017,Laki-laki,Kepulauan Riau,Lingga,59.24
2017,Laki-laki,Kepulauan Riau,Kepulauan Anambas,64.74
2017,Laki-laki,Kepulauan Riau,Kota Batam,71.24
2017,Laki-laki,Kepulauan Riau,Kota Tanjung Pinang,69.85
2017,Laki-laki,DKI Jakarta,Kep. Seribu,66.10
2017,Laki-laki,DKI Jakarta,Kota Jakarta Selatan,71.92
2017,Laki-laki,DKI Jakarta,Kota Jakarta Timur,72.27
2017,Laki-laki,DKI Jakarta,Kota Jakarta Pusat,71.90
2017,Laki-laki,DKI Jakarta,Kota Jakarta Barat,71.42
2017,Laki-laki,DKI Jakarta,Kota Jakarta Utara,71.03
2017,Laki-laki,Jawa Barat,Bogor,68.69
2017,Laki-laki,Jawa Barat,Sukabumi,68.23
2017,Laki-laki,Jawa Barat,Cianjur,67.46
2017,Laki-laki,Jawa Barat,Bandung,71.17
2017,Laki-laki,Jawa Barat,Garut,68.82
2017,Laki-laki,Jawa Barat,Tasikmalaya,66.68
2017,Laki-laki,Jawa Barat,Ciamis,69.06
2017,Laki-laki,Jawa Barat,Kuningan,70.92
2017,Laki-laki,Jawa Barat,Cirebon,69.49
2017,Laki-laki,Jawa Barat,Majalengka,67.36
2017,Laki-laki,Jawa Barat,Sumedang,70.02
2017,Laki-laki,Jawa Barat,Indramayu,68.84
2017,Laki-laki,Jawa Barat,Subang,69.71
2017,Laki-laki,Jawa Barat,Purwakarta,68.40
2017,Laki-laki,Jawa Barat,Karawang,69.64
2017,Laki-laki,Jawa Barat,Bekasi,71.35
2017,Laki-laki,Jawa Barat,Bandung Barat,69.88
2017,Laki-laki,Jawa Barat,Pangandaran,68.53
2017,Laki-laki,Jawa Barat,Kota Bogor,71.06
2017,Laki-laki,Jawa Barat,Kota Sukabumi,69.96
2017,Laki-laki,Jawa Barat,Kota Bandung,71.93
2017,Laki-laki,Jawa Barat,Kota Cirebon,69.87
2017,Laki-laki,Jawa Barat,Kota Bekasi,72.73
2017,Laki-laki,Jawa Barat,Kota Depok,72.12
2017,Laki-laki,Jawa Barat,Kota Cimahi,71.67
2017,Laki-laki,Jawa Barat,Kota Tasikmalaya,69.48
2017,Laki-laki,Jawa Barat,Kota Banjar,68.37
2017,Laki-laki,Jawa Tengah,Cilacap,71.28
2017,Laki-laki,Jawa Tengah,Banyumas,71.39
2017,Laki-laki,Jawa Tengah,Purbalingga,70.95
2017,Laki-laki,Jawa Tengah,Banjarnegara,71.86
2017,Laki-laki,Jawa Tengah,Kebumen,71.02
2017,Laki-laki,Jawa Tengah,Purworejo,72.35
2017,Laki-laki,Jawa Tengah,Wonosobo,69.29
2017,Laki-laki,Jawa Tengah,Magelang,71.44
2017,Laki-laki,Jawa Tengah,Boyolali,73.87
2017,Laki-laki,Jawa Tengah,Klaten,74.81
2017,Laki-laki,Jawa Tengah,Sukoharjo,75.71
2017,Laki-laki,Jawa Tengah,Wonogiri,74.16
2017,Laki-laki,Jawa Tengah,Karanganyar,75.53
2017,Laki-laki,Jawa Tengah,Sragen,73.69
2017,Laki-laki,Jawa Tengah,Grobogan,72.56
2017,Laki-laki,Jawa Tengah,Blora,72.06
2017,Laki-laki,Jawa Tengah,Rembang,72.41
2017,Laki-laki,Jawa Tengah,Pati,73.95
2017,Laki-laki,Jawa Tengah,Kudus,74.62
2017,Laki-laki,Jawa Tengah,Jepara,73.83
2017,Laki-laki,Jawa Tengah,Demak,73.41
2017,Laki-laki,Jawa Tengah,Semarang,73.71
2017,Laki-laki,Jawa Tengah,Temanggung,73.56
2017,Laki-laki,Jawa Tengah,Kendal,72.33
2017,Laki-laki,Jawa Tengah,Batang,72.60
2017,Laki-laki,Jawa Tengah,Pekalongan,71.52
2017,Laki-laki,Jawa Tengah,Pemalang,71.02
2017,Laki-laki,Jawa Tengah,Tegal,69.14
2017,Laki-laki,Jawa Tengah,Brebes,66.57
2017,Laki-laki,Jawa Tengah,Kota Magelang,74.84
2017,Laki-laki,Jawa Tengah,Kota Surakarta,75.26
2017,Laki-laki,Jawa Tengah,Kota Salatiga,75.18
2017,Laki-laki,Jawa Tengah,Kota Semarang,75.42
2017,Laki-laki,Jawa Tengah,Kota Pekalongan,72.28
2017,Laki-laki,Jawa Tengah,Kota Tegal,72.32
2017,Laki-laki,DI Yogyakarta,Kulon Progo,73.19
2017,Laki-laki,DI Yogyakarta,Bantul,71.62
2017,Laki-laki,DI Yogyakarta,Gunung Kidul,71.89
2017,Laki-laki,DI Yogyakarta,Sleman,72.74
2017,Laki-laki,DI Yogyakarta,Kota Yogyakarta,72.45
2017,Laki-laki,Jawa Timur,Pacitan,69.30
2017,Laki-laki,Jawa Timur,Ponorogo,70.29
2017,Laki-laki,Jawa Timur,Trenggalek,71.20
2017,Laki-laki,Jawa Timur,Tulungagung,71.59
2017,Laki-laki,Jawa Timur,Blitar,71.03
2017,Laki-laki,Jawa Timur,Kediri,70.27
2017,Laki-laki,Jawa Timur,Malang,70.14
2017,Laki-laki,Jawa Timur,Lumajang,67.47
2017,Laki-laki,Jawa Timur,Jember,66.50
2017,Laki-laki,Jawa Timur,Banyuwangi,68.17
2017,Laki-laki,Jawa Timur,Bondowoso,64.05
2017,Laki-laki,Jawa Timur,Situbondo,66.49
2017,Laki-laki,Jawa Timur,Probolinggo,64.46
2017,Laki-laki,Jawa Timur,Pasuruan,67.87
2017,Laki-laki,Jawa Timur,Sidoarjo,71.78
2017,Laki-laki,Jawa Timur,Mojokerto,70.11
2017,Laki-laki,Jawa Timur,Jombang,69.88
2017,Laki-laki,Jawa Timur,Nganjuk,69.10
2017,Laki-laki,Jawa Timur,Madiun,68.75
2017,Laki-laki,Jawa Timur,Magetan,70.18
2017,Laki-laki,Jawa Timur,Ngawi,69.74
2017,Laki-laki,Jawa Timur,Bojonegoro,68.81
2017,Laki-laki,Jawa Timur,Tuban,68.78
2017,Laki-laki,Jawa Timur,Lamongan,69.88
2017,Laki-laki,Jawa Timur,Gresik,70.38
2017,Laki-laki,Jawa Timur,Bangkalan,67.79
2017,Laki-laki,Jawa Timur,Sampang,65.63
2017,Laki-laki,Jawa Timur,Pamekasan,65.03
2017,Laki-laki,Jawa Timur,Sumenep,68.69
2017,Laki-laki,Jawa Timur,Kota Kediri,71.76
2017,Laki-laki,Jawa Timur,Kota Blitar,71.22
2017,Laki-laki,Jawa Timur,Kota Malang,70.80
2017,Laki-laki,Jawa Timur,Kota Probolinggo,67.84
2017,Laki-laki,Jawa Timur,Kota Pasuruan,69.01
2017,Laki-laki,Jawa Timur,Kota Mojokerto,70.90
2017,Laki-laki,Jawa Timur,Kota Madiun,70.50
2017,Laki-laki,Jawa Timur,Kota Surabaya,71.96
2017,Laki-laki,Jawa Timur,Kota Batu,70.27
2017,Laki-laki,Banten,Pandeglang,62.08
2017,Laki-laki,Banten,Lebak,64.58
2017,Laki-laki,Banten,Tangerang,67.44
2017,Laki-laki,Banten,Serang,62.06
2017,Laki-laki,Banten,Kota Tangerang,69.38
2017,Laki-laki,Banten,Kota Cilegon,64.32
2017,Laki-laki,Banten,Kota Serang,65.43
2017,Laki-laki,Banten,Kota Tangerang Selatan,70.17
2017,Laki-laki,Bali,Jembrana,69.71
2017,Laki-laki,Bali,Tabanan,71.07
2017,Laki-laki,Bali,Badung,72.63
2017,Laki-laki,Bali,Gianyar,71.10
2017,Laki-laki,Bali,Klungkung,68.42
2017,Laki-laki,Bali,Bangli,67.81
2017,Laki-laki,Bali,Karangasem,67.82
2017,Laki-laki,Bali,Buleleng,69.13
2017,Laki-laki,Bali,Kota Denpasar,72.26
2017,Laki-laki,Nusa Tenggara Barat,Lombok Barat,63.79
2017,Laki-laki,Nusa Tenggara Barat,Lombok Tengah,63.30
2017,Laki-laki,Nusa Tenggara Barat,Lombok Timur,63.04
2017,Laki-laki,Nusa Tenggara Barat,Sumbawa,64.57
2017,Laki-laki,Nusa Tenggara Barat,Dompu,63.89
2017,Laki-laki,Nusa Tenggara Barat,Bima,63.41
2017,Laki-laki,Nusa Tenggara Barat,Sumbawa Barat,64.96
2017,Laki-laki,Nusa Tenggara Barat,Lombok Utara,64.17
2017,Laki-laki,Nusa Tenggara Barat,Kota Mataram,68.97
2017,Laki-laki,Nusa Tenggara Barat,Kota Bima,67.55
2017,Laki-laki,Nusa Tenggara Timur,Sumba Barat,64.20
2017,Laki-laki,Nusa Tenggara Timur,Sumba Timur,62.16
2017,Laki-laki,Nusa Tenggara Timur,Kupang,61.54
2017,Laki-laki,Nusa Tenggara Timur,Timor Tengah Selatan,63.66
2017,Laki-laki,Nusa Tenggara Timur,Timor Tengah Utara,64.19
2017,Laki-laki,Nusa Tenggara Timur,Belu,61.47
2017,Laki-laki,Nusa Tenggara Timur,Alor,58.59
2017,Laki-laki,Nusa Tenggara Timur,Lembata,64.19
2017,Laki-laki,Nusa Tenggara Timur,Flores Timur,62.48
2017,Laki-laki,Nusa Tenggara Timur,Sikka,64.30
2017,Laki-laki,Nusa Tenggara Timur,Ende,62.51
2017,Laki-laki,Nusa Tenggara Timur,Ngada,65.38
2017,Laki-laki,Nusa Tenggara Timur,Manggarai,63.85
2017,Laki-laki,Nusa Tenggara Timur,Rote Ndao,61.46
2017,Laki-laki,Nusa Tenggara Timur,Manggarai Barat,64.28
2017,Laki-laki,Nusa Tenggara Timur,Sumba Tengah,65.84
2017,Laki-laki,Nusa Tenggara Timur,Sumba Barat Daya,65.73
2017,Laki-laki,Nusa Tenggara Timur,Nagekeo,64.35
2017,Laki-laki,Nusa Tenggara Timur,Manggarai Timur,65.47
2017,Laki-laki,Nusa Tenggara Timur,Sabu Raijua,57.16
2017,Laki-laki,Nusa Tenggara Timur,Malaka,62.50
2017,Laki-laki,Nusa Tenggara Timur,Kota Kupang,66.54
2017,Laki-laki,Kalimantan Barat,Sambas,66.13
2017,Laki-laki,Kalimantan Barat,Bengkayang,71.08
2017,Laki-laki,Kalimantan Barat,Landak,70.14
2017,Laki-laki,Kalimantan Barat,Mempawah,68.35
2017,Laki-laki,Kalimantan Barat,Sanggau,68.73
2017,Laki-laki,Kalimantan Barat,Ketapang,68.55
2017,Laki-laki,Kalimantan Barat,Sintang,69.10
2017,Laki-laki,Kalimantan Barat,Kapuas Hulu,69.96
2017,Laki-laki,Kalimantan Barat,Sekadau,68.97
2017,Laki-laki,Kalimantan Barat,Melawi,70.42
2017,Laki-laki,Kalimantan Barat,Kayong Utara,65.53
2017,Laki-laki,Kalimantan Barat,Kubu Raya,67.81
2017,Laki-laki,Kalimantan Barat,Kota Pontianak,70.18
2017,Laki-laki,Kalimantan Barat,Kota Singkawang,69.12
2017,Laki-laki,Kalimantan Tengah,Kotawaringin Barat,68.31
2017,Laki-laki,Kalimantan Tengah,Kotawaringin Timur,67.67
2017,Laki-laki,Kalimantan Tengah,Kapuas,66.55
2017,Laki-laki,Kalimantan Tengah,Barito Selatan,64.76
2017,Laki-laki,Kalimantan Tengah,Barito Utara,69.25
2017,Laki-laki,Kalimantan Tengah,Sukamara,69.41
2017,Laki-laki,Kalimantan Tengah,Lamandau,67.25
2017,Laki-laki,Kalimantan Tengah,Seruyan,67.29
2017,Laki-laki,Kalimantan Tengah,Katingan,63.55
2017,Laki-laki,Kalimantan Tengah,Pulang Pisau,65.82
2017,Laki-laki,Kalimantan Tengah,Gunung Mas,68.13
2017,Laki-laki,Kalimantan Tengah,Barito Timur,65.93
2017,Laki-laki,Kalimantan Tengah,Murung Raya,67.36
2017,Laki-laki,Kalimantan Tengah,Kota Palangka Raya,71.17
2017,Laki-laki,Kalimantan Selatan,Tanah Laut,66.86
2017,Laki-laki,Kalimantan Selatan,Kota Baru,66.68
2017,Laki-laki,Kalimantan Selatan,Banjar,64.38
2017,Laki-laki,Kalimantan Selatan,Barito Kuala,63.35
2017,Laki-laki,Kalimantan Selatan,Tapin,67.74
2017,Laki-laki,Kalimantan Selatan,Hulu Sungai Selatan,63.41
2017,Laki-laki,Kalimantan Selatan,Hulu Sungai Tengah,63.32
2017,Laki-laki,Kalimantan Selatan,Hulu Sungai Utara,61.00
2017,Laki-laki,Kalimantan Selatan,Tabalong,67.93
2017,Laki-laki,Kalimantan Selatan,Tanah Bumbu,67.41
2017,Laki-laki,Kalimantan Selatan,Balangan,65.17
2017,Laki-laki,Kalimantan Selatan,Kota Banjarmasin,68.52
2017,Laki-laki,Kalimantan Selatan,Kota Banjar Baru,69.50
2017,Laki-laki,Kalimantan Timur,Paser,70.07
2017,Laki-laki,Kalimantan Timur,Kutai Barat,70.39
2017,Laki-laki,Kalimantan Timur,Kutai Kartanegara,69.68
2017,Laki-laki,Kalimantan Timur,Kutai Timur,70.54
2017,Laki-laki,Kalimantan Timur,Berau,69.44
2017,Laki-laki,Kalimantan Timur,Penajam Paser Utara,69.30
2017,Laki-laki,Kalimantan Timur,Mahakam Ulu,69.24
2017,Laki-laki,Kalimantan Timur,Kota Balikpapan,72.05
2017,Laki-laki,Kalimantan Timur,Kota Samarinda,71.78
2017,Laki-laki,Kalimantan Timur,Kota Bontang,71.79
2017,Laki-laki,Kalimantan Utara,Malinau,71.17
2017,Laki-laki,Kalimantan Utara,Bulungan,71.42
2017,Laki-laki,Kalimantan Utara,Tana Tidung,70.57
2017,Laki-laki,Kalimantan Utara,Nunukan,70.47
2017,Laki-laki,Kalimantan Utara,Kota Tarakan,73.26
2017,Laki-laki,Sulawesi Utara,Bolaang Mongondow,66.58
2017,Laki-laki,Sulawesi Utara,Minahasa,68.44
2017,Laki-laki,Sulawesi Utara,Kepulauan Sangihe,67.32
2017,Laki-laki,Sulawesi Utara,Kepulauan Talaud,67.45
2017,Laki-laki,Sulawesi Utara,Minahasa Selatan,67.21
2017,Laki-laki,Sulawesi Utara,Minahasa Utara,68.84
2017,Laki-laki,Sulawesi Utara,Bolaang Mongondow Utara,64.96
2017,Laki-laki,Sulawesi Utara,Siau Tagulandang Biaro,67.82
2017,Laki-laki,Sulawesi Utara,Minahasa Tenggara,67.55
2017,Laki-laki,Sulawesi Utara,Bolaang Mongondow Selatan,62.13
2017,Laki-laki,Sulawesi Utara,Bolaang Mongondow Timur,65.35
2017,Laki-laki,Sulawesi Utara,Kota Manado,69.34
2017,Laki-laki,Sulawesi Utara,Kota Bitung,68.52
2017,Laki-laki,Sulawesi Utara,Kota Tomohon,69.18
2017,Laki-laki,Sulawesi Utara,Kota Kotamobagu,67.69
2017,Laki-laki,Sulawesi Tengah,Banggai Kepulauan,62.56
2017,Laki-laki,Sulawesi Tengah,Banggai,67.99
2017,Laki-laki,Sulawesi Tengah,Morowali,66.13
2017,Laki-laki,Sulawesi Tengah,Poso,68.14
2017,Laki-laki,Sulawesi Tengah,Donggala,63.90
2017,Laki-laki,Sulawesi Tengah,Toli-Toli,62.15
2017,Laki-laki,Sulawesi Tengah,Buol,64.98
2017,Laki-laki,Sulawesi Tengah,Parigi Moutong,61.35
2017,Laki-laki,Sulawesi Tengah,Tojo Una-Una,62.11
2017,Laki-laki,Sulawesi Tengah,Sigi,66.72
2017,Laki-laki,Sulawesi Tengah,Banggai Laut,61.67
2017,Laki-laki,Sulawesi Tengah,Morowali Utara,66.40
2017,Laki-laki,Sulawesi Tengah,Kota Palu,67.97
2017,Laki-laki,Sulawesi Selatan,Kepulauan Selayar,65.78
2017,Laki-laki,Sulawesi Selatan,Bulukumba,64.94
2017,Laki-laki,Sulawesi Selatan,Bantaeng,67.94
2017,Laki-laki,Sulawesi Selatan,Jeneponto,63.66
2017,Laki-laki,Sulawesi Selatan,Takalar,64.37
2017,Laki-laki,Sulawesi Selatan,Gowa,67.92
2017,Laki-laki,Sulawesi Selatan,Sinjai,64.60
2017,Laki-laki,Sulawesi Selatan,Maros,66.71
2017,Laki-laki,Sulawesi Selatan,Pangkajene dan Kepulauan,63.87
2017,Laki-laki,Sulawesi Selatan,Barru,66.26
2017,Laki-laki,Sulawesi Selatan,Bone,64.22
2017,Laki-laki,Sulawesi Selatan,Soppeng,66.68
2017,Laki-laki,Sulawesi Selatan,Wajo,64.52
2017,Laki-laki,Sulawesi Selatan,Sidenreng Rappang,66.78
2017,Laki-laki,Sulawesi Selatan,Pinrang,66.64
2017,Laki-laki,Sulawesi Selatan,Enrekang,68.36
2017,Laki-laki,Sulawesi Selatan,Luwu,67.57
2017,Laki-laki,Sulawesi Selatan,Tana Toraja,70.59
2017,Laki-laki,Sulawesi Selatan,Luwu Utara,65.58
2017,Laki-laki,Sulawesi Selatan,Luwu Timur,67.76
2017,Laki-laki,Sulawesi Selatan,Toraja Utara,70.98
2017,Laki-laki,Sulawesi Selatan,Kota Makasar,69.51
2017,Laki-laki,Sulawesi Selatan,Kota Parepare,68.67
2017,Laki-laki,Sulawesi Selatan,Kota Palopo,68.28
2017,Laki-laki,Sulawesi Tenggara,Buton,65.27
2017,Laki-laki,Sulawesi Tenggara,Muna,67.80
2017,Laki-laki,Sulawesi Tenggara,Konawe,67.48
2017,Laki-laki,Sulawesi Tenggara,Kolaka,68.02
2017,Laki-laki,Sulawesi Tenggara,Konawe Selatan,67.95
2017,Laki-laki,Sulawesi Tenggara,Bombana,65.78
2017,Laki-laki,Sulawesi Tenggara,Wakatobi,67.56
2017,Laki-laki,Sulawesi Tenggara,Kolaka Utara,67.71
2017,Laki-laki,Sulawesi Tenggara,Buton Utara,68.39
2017,Laki-laki,Sulawesi Tenggara,Konawe Utara,66.71
2017,Laki-laki,Sulawesi Tenggara,Kolaka Timur,69.67
2017,Laki-laki,Sulawesi Tenggara,Konawe Kepulauan,65.94
2017,Laki-laki,Sulawesi Tenggara,Muna Barat,67.80
2017,Laki-laki,Sulawesi Tenggara,Buton Tengah,65.24
2017,Laki-laki,Sulawesi Tenggara,Buton Selatan,65.24
2017,Laki-laki,Sulawesi Tenggara,Kota Kendari,71.06
2017,Laki-laki,Sulawesi Tenggara,Kota Baubau,68.48
2017,Laki-laki,Gorontalo,Boalemo,65.82
2017,Laki-laki,Gorontalo,Gorontalo,65.22
2017,Laki-laki,Gorontalo,Pohuwato,60.92
2017,Laki-laki,Gorontalo,Bone Bolango,65.74
2017,Laki-laki,Gorontalo,Gorontalo Utara,63.14
2017,Laki-laki,Gorontalo,Kota Gorontalo,69.79
2017,Laki-laki,Sulawesi Barat,Majene,58.90
2017,Laki-laki,Sulawesi Barat,Polewali Mandar,59.85
2017,Laki-laki,Sulawesi Barat,Mamasa,68.46
2017,Laki-laki,Sulawesi Barat,Mamuju,64.64
2017,Laki-laki,Sulawesi Barat,Mamuju Utara,63.35
2017,Laki-laki,Sulawesi Barat,Mamuju Tengah,65.49
2017,Laki-laki,Maluku,Maluku Tenggara Barat,61.12
2017,Laki-laki,Maluku,Maluku Tenggara,62.64
2017,Laki-laki,Maluku,Maluku Tengah,64.07
2017,Laki-laki,Maluku,Buru,64.04
2017,Laki-laki,Maluku,Kepulauan Aru,60.42
2017,Laki-laki,Maluku,Seram Bagian Barat,59.06
2017,Laki-laki,Maluku,Seram Bagian Timur,56.73
2017,Laki-laki,Maluku,Maluku Barat Daya,59.71
2017,Laki-laki,Maluku,Buru Selatan,63.75
2017,Laki-laki,Maluku,Kota Ambon,67.89
2017,Laki-laki,Maluku,Kota Tual,62.64
2017,Laki-laki,Maluku Utara,Halmahera Barat,63.56
2017,Laki-laki,Maluku Utara,Halmahera Tengah,60.87
2017,Laki-laki,Maluku Utara,Kepulauan Sula,60.67
2017,Laki-laki,Maluku Utara,Halmahera Selatan,63.22
2017,Laki-laki,Maluku Utara,Halmahera Utara,66.91
2017,Laki-laki,Maluku Utara,Halmahera Timur,65.81
2017,Laki-laki,Maluku Utara,Pulau Morotai,64.28
2017,Laki-laki,Maluku Utara,Pulau Taliabu,59.42
2017,Laki-laki,Maluku Utara,Kota Ternate,68.25
2017,Laki-laki,Maluku Utara,Kota Tidore Kepulauan,66.61
2017,Laki-laki,Papua Barat,Fakfak,65.91
2017,Laki-laki,Papua Barat,Kaimana,62.03
2017,Laki-laki,Papua Barat,Teluk Wondama,57.41
2017,Laki-laki,Papua Barat,Teluk Bintuni,57.96
2017,Laki-laki,Papua Barat,Manokwari,65.96
2017,Laki-laki,Papua Barat,Sorong Selatan,63.64
2017,Laki-laki,Papua Barat,Sorong,63.53
2017,Laki-laki,Papua Barat,Raja Ampat,62.30
2017,Laki-laki,Papua Barat,Tambrauw,57.44
2017,Laki-laki,Papua Barat,Maybrat,62.95
2017,Laki-laki,Papua Barat,Manokwari Selatan,64.94
2017,Laki-laki,Papua Barat,Pegunungan Arfak,64.71
2017,Laki-laki,Papua Barat,Kota Sorong,67.64
2017,Laki-laki,Papua,Merauke,64.80
2017,Laki-laki,Papua,Jayawijaya,56.84
2017,Laki-laki,Papua,Jayapura,64.61
2017,Laki-laki,Papua,Nabire,65.62
2017,Laki-laki,Papua,Kepulauan Yapen,66.78
2017,Laki-laki,Papua,Biak Numfor,65.93
2017,Laki-laki,Papua,Paniai,63.88
2017,Laki-laki,Papua,Puncak Jaya,62.44
2017,Laki-laki,Papua,Mimika,69.94
2017,Laki-laki,Papua,Boven Digoel,56.94
2017,Laki-laki,Papua,Mappi,62.34
2017,Laki-laki,Papua,Asmat,54.57
2017,Laki-laki,Papua,Yahukimo,63.34
2017,Laki-laki,Papua,Pegunungan Bintang,62.06
2017,Laki-laki,Papua,Tolikara,63.12
2017,Laki-laki,Papua,Sarmi,63.83
2017,Laki-laki,Papua,Keerom,64.40
2017,Laki-laki,Papua,Waropen,63.83
2017,Laki-laki,Papua,Supiori,63.35
2017,Laki-laki,Papua,Mamberamo Raya,55.13
2017,Laki-laki,Papua,Nduga,52.92
2017,Laki-laki,Papua,Lanny Jaya,63.78
2017,Laki-laki,Papua,Mamberamo Tengah,60.98
2017,Laki-laki,Papua,Yalimo,63.12
2017,Laki-laki,Papua,Puncak,63.50
2017,Laki-laki,Papua,Dogiyai,63.14
2017,Laki-laki,Papua,Intan Jaya,63.21
2017,Laki-laki,Papua,Deiyai,62.66
