Tahun,Jk,Propinsi,Kab.kota,AHH
2010,Laki-laki,Aceh,Simeulue,62.15
2010,Laki-laki,Aceh,Aceh Singkil,64.76
2010,Laki-laki,Aceh,Aceh Selatan,61.04
2010,Laki-laki,Aceh,Aceh Tenggara,64.90
2010,Laki-laki,Aceh,Aceh Timur,65.95
2010,Laki-laki,Aceh,Aceh Tengah,66.24
2010,Laki-laki,Aceh,Aceh Barat,65.20
2010,Laki-laki,Aceh,Aceh Besar,67.34
2010,Laki-laki,Aceh,Pidie,64.20
2010,Laki-laki,Aceh,Bireuen,68.26
2010,Laki-laki,Aceh,Aceh Utara,66.34
2010,Laki-laki,Aceh,Aceh Barat Daya,61.55
2010,Laki-laki,Aceh,Gayo Lues,62.34
2010,Laki-laki,Aceh,Aceh Tamiang,66.59
2010,Laki-laki,Aceh,Nagan Raya,66.20
2010,Laki-laki,Aceh,Aceh Jaya,64.35
2010,Laki-laki,Aceh,Bener Meriah,66.53
2010,Laki-laki,Aceh,Pidie Jaya,67.02
2010,Laki-laki,Aceh,Kota Banda Aceh,68.69
2010,Laki-laki,Aceh,Kota Sabang,67.52
2010,Laki-laki,Aceh,Kota Langsa,66.66
2010,Laki-laki,Aceh,Kota Lhokseumawe,68.51
2010,Laki-laki,Aceh,Kota Subulussalam,60.72
2010,Laki-laki,Sumatera Utara,Nias,66.50
2010,Laki-laki,Sumatera Utara,Mandailing Natal,58.77
2010,Laki-laki,Sumatera Utara,Tapanuli Selatan,60.59
2010,Laki-laki,Sumatera Utara,Tapanuli Tengah,64.52
2010,Laki-laki,Sumatera Utara,Tapanuli Utara,64.84
2010,Laki-laki,Sumatera Utara,Toba Samosir,66.63
2010,Laki-laki,Sumatera Utara,Labuhan Batu,67.19
2010,Laki-laki,Sumatera Utara,Asahan,64.93
2010,Laki-laki,Sumatera Utara,Simalungun,67.89
2010,Laki-laki,Sumatera Utara,Dairi,65.00
2010,Laki-laki,Sumatera Utara,Karo,68.31
2010,Laki-laki,Sumatera Utara,Deli Serdang,68.74
2010,Laki-laki,Sumatera Utara,Langkat,64.94
2010,Laki-laki,Sumatera Utara,Nias Selatan,64.90
2010,Laki-laki,Sumatera Utara,Humbang Hasundutan,65.48
2010,Laki-laki,Sumatera Utara,Pakpak Bharat,62.48
2010,Laki-laki,Sumatera Utara,Samosir,67.27
2010,Laki-laki,Sumatera Utara,Serdang Bedagai,64.74
2010,Laki-laki,Sumatera Utara,Batu Bara,63.17
2010,Laki-laki,Sumatera Utara,Padang Lawas Utara,64.40
2010,Laki-laki,Sumatera Utara,Padang Lawas,63.94
2010,Laki-laki,Sumatera Utara,Labuhan Batu Selatan,66.03
2010,Laki-laki,Sumatera Utara,Labuhan Batu Utara,66.23
2010,Laki-laki,Sumatera Utara,Nias Utara,68.92
2010,Laki-laki,Sumatera Utara,Nias Barat,69.94
2010,Laki-laki,Sumatera Utara,Kota Sibolga,64.90
2010,Laki-laki,Sumatera Utara,Kota Tanjung Balai,59.15
2010,Laki-laki,Sumatera Utara,Kota Pematang Siantar,69.44
2010,Laki-laki,Sumatera Utara,Kota Tebing Tinggi,67.82
2010,Laki-laki,Sumatera Utara,Kota Medan,69.96
2010,Laki-laki,Sumatera Utara,Kota Binjai,69.20
2010,Laki-laki,Sumatera Utara,Kota Padangsidimpuan,66.14
2010,Laki-laki,Sumatera Utara,Kota Gunungsitoli,69.83
2010,Laki-laki,Sumatera Barat,Kepulauan Mentawai,61.61
2010,Laki-laki,Sumatera Barat,Pesisir Selatan,67.27
2010,Laki-laki,Sumatera Barat,Solok,64.69
2010,Laki-laki,Sumatera Barat,Sijunjung,62.80
2010,Laki-laki,Sumatera Barat,Tanah Datar,65.95
2010,Laki-laki,Sumatera Barat,Padang Pariaman,64.94
2010,Laki-laki,Sumatera Barat,Agam,68.64
2010,Laki-laki,Sumatera Barat,Lima Puluh Kota,67.07
2010,Laki-laki,Sumatera Barat,Pasaman,63.66
2010,Laki-laki,Sumatera Barat,Solok Selatan,64.03
2010,Laki-laki,Sumatera Barat,Dharmasraya,67.49
2010,Laki-laki,Sumatera Barat,Pasaman Barat,64.82
2010,Laki-laki,Sumatera Barat,Kota Padang,71.14
2010,Laki-laki,Sumatera Barat,Kota Solok,70.28
2010,Laki-laki,Sumatera Barat,Kota Sawah Lunto,67.02
2010,Laki-laki,Sumatera Barat,Kota Padang Panjang,70.42
2010,Laki-laki,Sumatera Barat,Kota Bukittinggi,71.09
2010,Laki-laki,Sumatera Barat,Kota Payakumbuh,70.42
2010,Laki-laki,Sumatera Barat,Kota Pariaman,67.43
2010,Laki-laki,Riau,Kuantan Singingi,65.59
2010,Laki-laki,Riau,Indragiri Hulu,67.52
2010,Laki-laki,Riau,Indragiri Hilir,64.33
2010,Laki-laki,Riau,Pelalawan,67.47
2010,Laki-laki,Riau,Siak,68.30
2010,Laki-laki,Riau,Kampar,67.59
2010,Laki-laki,Riau,Rokan Hulu,66.36
2010,Laki-laki,Riau,Bengkalis,68.32
2010,Laki-laki,Riau,Rokan Hilir,67.00
2010,Laki-laki,Riau,Kepulauan Meranti,69.58
2010,Laki-laki,Riau,Kota Pekanbaru,69.39
2010,Laki-laki,Riau,Kota Dumai,67.94
2010,Laki-laki,Jambi,Kerinci,66.78
2010,Laki-laki,Jambi,Merangin,68.86
2010,Laki-laki,Jambi,Sarolangun,66.65
2010,Laki-laki,Jambi,Batang Hari,67.53
2010,Laki-laki,Jambi,Muaro Jambi,68.60
2010,Laki-laki,Jambi,Tanjung Jabung Timur,62.86
2010,Laki-laki,Jambi,Tanjung Jabung Barat,65.49
2010,Laki-laki,Jambi,Tebo,67.64
2010,Laki-laki,Jambi,Bungo,64.68
2010,Laki-laki,Jambi,Kota Jambi,70.21
2010,Laki-laki,Jambi,Kota Sungai Penuh,69.33
2010,Laki-laki,Sumatera Selatan,Ogan Komering Ulu,65.58
2010,Laki-laki,Sumatera Selatan,Ogan Komering Ilir,65.97
2010,Laki-laki,Sumatera Selatan,Muara Enim,65.71
2010,Laki-laki,Sumatera Selatan,Lahat,62.02
2010,Laki-laki,Sumatera Selatan,Musi Rawas,64.84
2010,Laki-laki,Sumatera Selatan,Musi Banyuasin,66.00
2010,Laki-laki,Sumatera Selatan,Banyu Asin,66.19
2010,Laki-laki,Sumatera Selatan,Ogan Komering Ulu Selatan,63.75
2010,Laki-laki,Sumatera Selatan,Ogan Komering Ulu Timur,65.69
2010,Laki-laki,Sumatera Selatan,Ogan Ilir,62.32
2010,Laki-laki,Sumatera Selatan,Empat Lawang,61.96
2010,Laki-laki,Sumatera Selatan,Penukal Abab Lematang Ilir,66.47
2010,Laki-laki,Sumatera Selatan,Musi Rawas Utara,70.06
2010,Laki-laki,Sumatera Selatan,Kota Palembang,67.75
2010,Laki-laki,Sumatera Selatan,Kota Prabumulih,67.37
2010,Laki-laki,Sumatera Selatan,Kota Pagar Alam,63.35
2010,Laki-laki,Sumatera Selatan,Kota Lubuklinggau,66.47
2010,Laki-laki,Bengkulu,Bengkulu Selatan,64.99
2010,Laki-laki,Bengkulu,Rejang Lebong,65.24
2010,Laki-laki,Bengkulu,Bengkulu Utara,65.32
2010,Laki-laki,Bengkulu,Kaur,63.44
2010,Laki-laki,Bengkulu,Seluma,64.37
2010,Laki-laki,Bengkulu,Mukomuko,63.64
2010,Laki-laki,Bengkulu,Lebong,60.11
2010,Laki-laki,Bengkulu,Kepahiang,64.56
2010,Laki-laki,Bengkulu,Bengkulu Tengah,65.61
2010,Laki-laki,Bengkulu,Kota Bengkulu,67.31
2010,Laki-laki,Lampung,Lampung Barat,63.39
2010,Laki-laki,Lampung,Tanggamus,64.53
2010,Laki-laki,Lampung,Lampung Selatan,65.59
2010,Laki-laki,Lampung,Lampung Timur,66.79
2010,Laki-laki,Lampung,Lampung Tengah,66.36
2010,Laki-laki,Lampung,Lampung Utara,65.35
2010,Laki-laki,Lampung,Way Kanan,65.67
2010,Laki-laki,Lampung,Tulangbawang,66.50
2010,Laki-laki,Lampung,Pesawaran,64.78
2010,Laki-laki,Lampung,Pringsewu,69.94
2010,Laki-laki,Lampung,Mesuji,66.41
2010,Laki-laki,Lampung,Tulang Bawang Barat,66.17
2010,Laki-laki,Lampung,Pesisir Barat,69.41
2010,Laki-laki,Lampung,Kota Bandar Lampung,68.19
2010,Laki-laki,Lampung,Kota Metro,68.56
2010,Laki-laki,Kep. Bangka Belitung,Bangka,68.30
2010,Laki-laki,Kep. Bangka Belitung,Belitung,68.06
2010,Laki-laki,Kep. Bangka Belitung,Bangka Barat,67.28
2010,Laki-laki,Kep. Bangka Belitung,Bangka Tengah,67.78
2010,Laki-laki,Kep. Bangka Belitung,Bangka Selatan,64.28
2010,Laki-laki,Kep. Bangka Belitung,Belitung Timur,68.89
2010,Laki-laki,Kep. Bangka Belitung,Kota Pangkal Pinang,70.17
2010,Laki-laki,Kepulauan Riau,Karimun,66.31
2010,Laki-laki,Kepulauan Riau,Bintan,67.49
2010,Laki-laki,Kepulauan Riau,Natuna,60.25
2010,Laki-laki,Kepulauan Riau,Lingga,54.92
2010,Laki-laki,Kepulauan Riau,Kepulauan Anambas,63.44
2010,Laki-laki,Kepulauan Riau,Kota Batam,70.52
2010,Laki-laki,Kepulauan Riau,Kota Tanjung Pinang,69.20
2010,Laki-laki,DKI Jakarta,Kep. Seribu,65.23
2010,Laki-laki,DKI Jakarta,Kota Jakarta Selatan,71.71
2010,Laki-laki,DKI Jakarta,Kota Jakarta Timur,71.87
2010,Laki-laki,DKI Jakarta,Kota Jakarta Pusat,71.39
2010,Laki-laki,DKI Jakarta,Kota Jakarta Barat,71.20
2010,Laki-laki,DKI Jakarta,Kota Jakarta Utara,70.73
2010,Laki-laki,Jawa Barat,Bogor,68.35
2010,Laki-laki,Jawa Barat,Sukabumi,67.50
2010,Laki-laki,Jawa Barat,Cianjur,66.80
2010,Laki-laki,Jawa Barat,Bandung,70.90
2010,Laki-laki,Jawa Barat,Garut,68.35
2010,Laki-laki,Jawa Barat,Tasikmalaya,65.60
2010,Laki-laki,Jawa Barat,Ciamis,68.01
2010,Laki-laki,Jawa Barat,Kuningan,70.02
2010,Laki-laki,Jawa Barat,Cirebon,69.09
2010,Laki-laki,Jawa Barat,Majalengka,66.27
2010,Laki-laki,Jawa Barat,Sumedang,69.67
2010,Laki-laki,Jawa Barat,Indramayu,68.01
2010,Laki-laki,Jawa Barat,Subang,69.04
2010,Laki-laki,Jawa Barat,Purwakarta,67.90
2010,Laki-laki,Jawa Barat,Karawang,69.35
2010,Laki-laki,Jawa Barat,Bekasi,70.90
2010,Laki-laki,Jawa Barat,Bandung Barat,69.50
2010,Laki-laki,Jawa Barat,Pangandaran,65.96
2010,Laki-laki,Jawa Barat,Kota Bogor,70.52
2010,Laki-laki,Jawa Barat,Kota Sukabumi,69.64
2010,Laki-laki,Jawa Barat,Kota Bandung,71.67
2010,Laki-laki,Jawa Barat,Kota Cirebon,69.61
2010,Laki-laki,Jawa Barat,Kota Bekasi,72.06
2010,Laki-laki,Jawa Barat,Kota Depok,71.79
2010,Laki-laki,Jawa Barat,Kota Cimahi,71.49
2010,Laki-laki,Jawa Barat,Kota Tasikmalaya,68.74
2010,Laki-laki,Jawa Barat,Kota Banjar,67.95
2010,Laki-laki,Jawa Tengah,Cilacap,70.49
2010,Laki-laki,Jawa Tengah,Banyumas,70.70
2010,Laki-laki,Jawa Tengah,Purbalingga,70.60
2010,Laki-laki,Jawa Tengah,Banjarnegara,71.11
2010,Laki-laki,Jawa Tengah,Kebumen,70.28
2010,Laki-laki,Jawa Tengah,Purworejo,71.47
2010,Laki-laki,Jawa Tengah,Wonosobo,68.44
2010,Laki-laki,Jawa Tengah,Magelang,71.03
2010,Laki-laki,Jawa Tengah,Boyolali,73.39
2010,Laki-laki,Jawa Tengah,Klaten,74.34
2010,Laki-laki,Jawa Tengah,Sukoharjo,75.33
2010,Laki-laki,Jawa Tengah,Wonogiri,73.56
2010,Laki-laki,Jawa Tengah,Karanganyar,74.58
2010,Laki-laki,Jawa Tengah,Sragen,73.05
2010,Laki-laki,Jawa Tengah,Grobogan,71.81
2010,Laki-laki,Jawa Tengah,Blora,71.53
2010,Laki-laki,Jawa Tengah,Rembang,71.98
2010,Laki-laki,Jawa Tengah,Pati,73.22
2010,Laki-laki,Jawa Tengah,Kudus,74.30
2010,Laki-laki,Jawa Tengah,Jepara,73.56
2010,Laki-laki,Jawa Tengah,Demak,73.04
2010,Laki-laki,Jawa Tengah,Semarang,73.38
2010,Laki-laki,Jawa Tengah,Temanggung,73.16
2010,Laki-laki,Jawa Tengah,Kendal,71.93
2010,Laki-laki,Jawa Tengah,Batang,72.23
2010,Laki-laki,Jawa Tengah,Pekalongan,71.11
2010,Laki-laki,Jawa Tengah,Pemalang,70.30
2010,Laki-laki,Jawa Tengah,Tegal,68.39
2010,Laki-laki,Jawa Tengah,Brebes,65.41
2010,Laki-laki,Jawa Tengah,Kota Magelang,74.36
2010,Laki-laki,Jawa Tengah,Kota Surakarta,74.82
2010,Laki-laki,Jawa Tengah,Kota Salatiga,74.45
2010,Laki-laki,Jawa Tengah,Kota Semarang,75.12
2010,Laki-laki,Jawa Tengah,Kota Pekalongan,71.92
2010,Laki-laki,Jawa Tengah,Kota Tegal,71.84
2010,Laki-laki,DI Yogyakarta,Kulon Progo,72.77
2010,Laki-laki,DI Yogyakarta,Bantul,71.13
2010,Laki-laki,DI Yogyakarta,Gunung Kidul,71.33
2010,Laki-laki,DI Yogyakarta,Sleman,72.39
2010,Laki-laki,DI Yogyakarta,Kota Yogyakarta,71.97
2010,Laki-laki,Jawa Timur,Pacitan,67.84
2010,Laki-laki,Jawa Timur,Ponorogo,69.02
2010,Laki-laki,Jawa Timur,Trenggalek,69.71
2010,Laki-laki,Jawa Timur,Tulungagung,70.11
2010,Laki-laki,Jawa Timur,Blitar,69.70
2010,Laki-laki,Jawa Timur,Kediri,69.26
2010,Laki-laki,Jawa Timur,Malang,69.02
2010,Laki-laki,Jawa Timur,Lumajang,66.17
2010,Laki-laki,Jawa Timur,Jember,64.91
2010,Laki-laki,Jawa Timur,Banyuwangi,67.05
2010,Laki-laki,Jawa Timur,Bondowoso,62.46
2010,Laki-laki,Jawa Timur,Situbondo,65.18
2010,Laki-laki,Jawa Timur,Probolinggo,62.86
2010,Laki-laki,Jawa Timur,Pasuruan,67.08
2010,Laki-laki,Jawa Timur,Sidoarjo,70.79
2010,Laki-laki,Jawa Timur,Mojokerto,69.04
2010,Laki-laki,Jawa Timur,Jombang,68.59
2010,Laki-laki,Jawa Timur,Nganjuk,68.03
2010,Laki-laki,Jawa Timur,Madiun,66.82
2010,Laki-laki,Jawa Timur,Magetan,69.02
2010,Laki-laki,Jawa Timur,Ngawi,68.42
2010,Laki-laki,Jawa Timur,Bojonegoro,67.23
2010,Laki-laki,Jawa Timur,Tuban,67.43
2010,Laki-laki,Jawa Timur,Lamongan,68.58
2010,Laki-laki,Jawa Timur,Gresik,69.54
2010,Laki-laki,Jawa Timur,Bangkalan,66.90
2010,Laki-laki,Jawa Timur,Sampang,64.83
2010,Laki-laki,Jawa Timur,Pamekasan,63.88
2010,Laki-laki,Jawa Timur,Sumenep,67.15
2010,Laki-laki,Jawa Timur,Kota Kediri,70.81
2010,Laki-laki,Jawa Timur,Kota Blitar,69.97
2010,Laki-laki,Jawa Timur,Kota Malang,69.56
2010,Laki-laki,Jawa Timur,Kota Probolinggo,66.79
2010,Laki-laki,Jawa Timur,Kota Pasuruan,67.83
2010,Laki-laki,Jawa Timur,Kota Mojokerto,69.66
2010,Laki-laki,Jawa Timur,Kota Madiun,69.62
2010,Laki-laki,Jawa Timur,Kota Surabaya,71.12
2010,Laki-laki,Jawa Timur,Kota Batu,69.35
2010,Laki-laki,Banten,Pandeglang,60.39
2010,Laki-laki,Banten,Lebak,63.56
2010,Laki-laki,Banten,Tangerang,66.80
2010,Laki-laki,Banten,Serang,60.69
2010,Laki-laki,Banten,Kota Tangerang,69.04
2010,Laki-laki,Banten,Kota Cilegon,63.79
2010,Laki-laki,Banten,Kota Serang,65.24
2010,Laki-laki,Banten,Kota Tangerang Selatan,65.77
2010,Laki-laki,Bali,Jembrana,68.78
2010,Laki-laki,Bali,Tabanan,70.03
2010,Laki-laki,Bali,Badung,71.75
2010,Laki-laki,Bali,Gianyar,70.31
2010,Laki-laki,Bali,Klungkung,67.32
2010,Laki-laki,Bali,Bangli,66.86
2010,Laki-laki,Bali,Karangasem,66.63
2010,Laki-laki,Bali,Buleleng,68.11
2010,Laki-laki,Bali,Kota Denpasar,71.20
2010,Laki-laki,Nusa Tenggara Barat,Lombok Barat,61.55
2010,Laki-laki,Nusa Tenggara Barat,Lombok Tengah,61.50
2010,Laki-laki,Nusa Tenggara Barat,Lombok Timur,61.09
2010,Laki-laki,Nusa Tenggara Barat,Sumbawa,62.72
2010,Laki-laki,Nusa Tenggara Barat,Dompu,62.07
2010,Laki-laki,Nusa Tenggara Barat,Bima,61.57
2010,Laki-laki,Nusa Tenggara Barat,Sumbawa Barat,62.86
2010,Laki-laki,Nusa Tenggara Barat,Lombok Utara,62.20
2010,Laki-laki,Nusa Tenggara Barat,Kota Mataram,67.13
2010,Laki-laki,Nusa Tenggara Barat,Kota Bima,66.01
2010,Laki-laki,Nusa Tenggara Timur,Sumba Barat,63.95
2010,Laki-laki,Nusa Tenggara Timur,Sumba Timur,61.40
2010,Laki-laki,Nusa Tenggara Timur,Kupang,60.54
2010,Laki-laki,Nusa Tenggara Timur,Timor Tengah Selatan,63.37
2010,Laki-laki,Nusa Tenggara Timur,Timor Tengah Utara,63.93
2010,Laki-laki,Nusa Tenggara Timur,Belu,60.14
2010,Laki-laki,Nusa Tenggara Timur,Alor,57.86
2010,Laki-laki,Nusa Tenggara Timur,Lembata,63.08
2010,Laki-laki,Nusa Tenggara Timur,Flores Timur,61.96
2010,Laki-laki,Nusa Tenggara Timur,Sikka,63.65
2010,Laki-laki,Nusa Tenggara Timur,Ende,62.18
2010,Laki-laki,Nusa Tenggara Timur,Ngada,65.24
2010,Laki-laki,Nusa Tenggara Timur,Manggarai,62.66
2010,Laki-laki,Nusa Tenggara Timur,Rote Ndao,59.66
2010,Laki-laki,Nusa Tenggara Timur,Manggarai Barat,63.61
2010,Laki-laki,Nusa Tenggara Timur,Sumba Tengah,65.41
2010,Laki-laki,Nusa Tenggara Timur,Sumba Barat Daya,64.93
2010,Laki-laki,Nusa Tenggara Timur,Nagekeo,64.05
2010,Laki-laki,Nusa Tenggara Timur,Manggarai Timur,65.23
2010,Laki-laki,Nusa Tenggara Timur,Sabu Raijua,66.40
2010,Laki-laki,Nusa Tenggara Timur,Malaka,68.42
2010,Laki-laki,Nusa Tenggara Timur,Kota Kupang,65.81
2010,Laki-laki,Kalimantan Barat,Sambas,65.50
2010,Laki-laki,Kalimantan Barat,Bengkayang,70.87
2010,Laki-laki,Kalimantan Barat,Landak,69.94
2010,Laki-laki,Kalimantan Barat,Mempawah,68.21
2010,Laki-laki,Kalimantan Barat,Sanggau,68.24
2010,Laki-laki,Kalimantan Barat,Ketapang,68.51
2010,Laki-laki,Kalimantan Barat,Sintang,68.92
2010,Laki-laki,Kalimantan Barat,Kapuas Hulu,69.90
2010,Laki-laki,Kalimantan Barat,Sekadau,68.71
2010,Laki-laki,Kalimantan Barat,Melawi,70.35
2010,Laki-laki,Kalimantan Barat,Kayong Utara,65.08
2010,Laki-laki,Kalimantan Barat,Kubu Raya,67.64
2010,Laki-laki,Kalimantan Barat,Kota Pontianak,69.96
2010,Laki-laki,Kalimantan Barat,Kota Singkawang,68.83
2010,Laki-laki,Kalimantan Tengah,Kotawaringin Barat,67.47
2010,Laki-laki,Kalimantan Tengah,Kotawaringin Timur,67.12
2010,Laki-laki,Kalimantan Tengah,Kapuas,66.03
2010,Laki-laki,Kalimantan Tengah,Barito Selatan,63.86
2010,Laki-laki,Kalimantan Tengah,Barito Utara,68.57
2010,Laki-laki,Kalimantan Tengah,Sukamara,68.86
2010,Laki-laki,Kalimantan Tengah,Lamandau,66.79
2010,Laki-laki,Kalimantan Tengah,Seruyan,66.30
2010,Laki-laki,Kalimantan Tengah,Katingan,62.78
2010,Laki-laki,Kalimantan Tengah,Pulang Pisau,65.19
2010,Laki-laki,Kalimantan Tengah,Gunung Mas,67.29
2010,Laki-laki,Kalimantan Tengah,Barito Timur,65.15
2010,Laki-laki,Kalimantan Tengah,Murung Raya,66.82
2010,Laki-laki,Kalimantan Tengah,Kota Palangka Raya,70.57
2010,Laki-laki,Kalimantan Selatan,Tanah Laut,66.00
2010,Laki-laki,Kalimantan Selatan,Kota Baru,65.99
2010,Laki-laki,Kalimantan Selatan,Banjar,63.03
2010,Laki-laki,Kalimantan Selatan,Barito Kuala,62.09
2010,Laki-laki,Kalimantan Selatan,Tapin,66.75
2010,Laki-laki,Kalimantan Selatan,Hulu Sungai Selatan,61.07
2010,Laki-laki,Kalimantan Selatan,Hulu Sungai Tengah,61.78
2010,Laki-laki,Kalimantan Selatan,Hulu Sungai Utara,59.53
2010,Laki-laki,Kalimantan Selatan,Tabalong,67.21
2010,Laki-laki,Kalimantan Selatan,Tanah Bumbu,66.58
2010,Laki-laki,Kalimantan Selatan,Balangan,64.42
2010,Laki-laki,Kalimantan Selatan,Kota Banjarmasin,67.78
2010,Laki-laki,Kalimantan Selatan,Kota Banjar Baru,69.01
2010,Laki-laki,Kalimantan Timur,Paser,69.81
2010,Laki-laki,Kalimantan Timur,Kutai Barat,69.75
2010,Laki-laki,Kalimantan Timur,Kutai Kartanegara,69.42
2010,Laki-laki,Kalimantan Timur,Kutai Timur,70.08
2010,Laki-laki,Kalimantan Timur,Berau,69.01
2010,Laki-laki,Kalimantan Timur,Penajam Paser Utara,68.32
2010,Laki-laki,Kalimantan Timur,Mahakam Ulu,67.94
2010,Laki-laki,Kalimantan Timur,Kota Balikpapan,71.87
2010,Laki-laki,Kalimantan Timur,Kota Samarinda,71.47
2010,Laki-laki,Kalimantan Timur,Kota Bontang,71.61
2010,Laki-laki,Kalimantan Utara,Malinau,69.97
2010,Laki-laki,Kalimantan Utara,Bulungan,69.88
2010,Laki-laki,Kalimantan Utara,Tana Tidung,69.29
2010,Laki-laki,Kalimantan Utara,Nunukan,69.11
2010,Laki-laki,Kalimantan Utara,Kota Tarakan,72.22
2010,Laki-laki,Sulawesi Utara,Bolaang Mongondow,65.98
2010,Laki-laki,Sulawesi Utara,Minahasa,68.07
2010,Laki-laki,Sulawesi Utara,Kepulauan Sangihe,66.76
2010,Laki-laki,Sulawesi Utara,Kepulauan Talaud,66.98
2010,Laki-laki,Sulawesi Utara,Minahasa Selatan,66.75
2010,Laki-laki,Sulawesi Utara,Minahasa Utara,68.61
2010,Laki-laki,Sulawesi Utara,Bolaang Mongondow Utara,64.56
2010,Laki-laki,Sulawesi Utara,Siau Tagulandang Biaro,66.97
2010,Laki-laki,Sulawesi Utara,Minahasa Tenggara,67.24
2010,Laki-laki,Sulawesi Utara,Bolaang Mongondow Selatan,61.91
2010,Laki-laki,Sulawesi Utara,Bolaang Mongondow Timur,65.01
2010,Laki-laki,Sulawesi Utara,Kota Manado,69.10
2010,Laki-laki,Sulawesi Utara,Kota Bitung,68.22
2010,Laki-laki,Sulawesi Utara,Kota Tomohon,68.38
2010,Laki-laki,Sulawesi Utara,Kota Kotamobagu,67.65
2010,Laki-laki,Sulawesi Tengah,Banggai Kepulauan,62.01
2010,Laki-laki,Sulawesi Tengah,Banggai,67.70
2010,Laki-laki,Sulawesi Tengah,Morowali,66.06
2010,Laki-laki,Sulawesi Tengah,Poso,67.93
2010,Laki-laki,Sulawesi Tengah,Donggala,63.63
2010,Laki-laki,Sulawesi Tengah,Toli-Toli,61.66
2010,Laki-laki,Sulawesi Tengah,Buol,64.58
2010,Laki-laki,Sulawesi Tengah,Parigi Moutong,61.24
2010,Laki-laki,Sulawesi Tengah,Tojo Una-Una,61.77
2010,Laki-laki,Sulawesi Tengah,Sigi,66.56
2010,Laki-laki,Sulawesi Tengah,Banggai Laut,69.36
2010,Laki-laki,Sulawesi Tengah,Morowali Utara,67.86
2010,Laki-laki,Sulawesi Tengah,Kota Palu,67.93
2010,Laki-laki,Sulawesi Selatan,Kepulauan Selayar,65.45
2010,Laki-laki,Sulawesi Selatan,Bulukumba,64.22
2010,Laki-laki,Sulawesi Selatan,Bantaeng,67.50
2010,Laki-laki,Sulawesi Selatan,Jeneponto,63.18
2010,Laki-laki,Sulawesi Selatan,Takalar,63.84
2010,Laki-laki,Sulawesi Selatan,Gowa,67.73
2010,Laki-laki,Sulawesi Selatan,Sinjai,64.18
2010,Laki-laki,Sulawesi Selatan,Maros,66.45
2010,Laki-laki,Sulawesi Selatan,Pangkajene dan Kepulauan,63.29
2010,Laki-laki,Sulawesi Selatan,Barru,65.48
2010,Laki-laki,Sulawesi Selatan,Bone,63.55
2010,Laki-laki,Sulawesi Selatan,Soppeng,66.07
2010,Laki-laki,Sulawesi Selatan,Wajo,63.58
2010,Laki-laki,Sulawesi Selatan,Sidenreng Rappang,66.00
2010,Laki-laki,Sulawesi Selatan,Pinrang,65.88
2010,Laki-laki,Sulawesi Selatan,Enrekang,68.12
2010,Laki-laki,Sulawesi Selatan,Luwu,67.07
2010,Laki-laki,Sulawesi Selatan,Tana Toraja,70.00
2010,Laki-laki,Sulawesi Selatan,Luwu Utara,64.92
2010,Laki-laki,Sulawesi Selatan,Luwu Timur,67.28
2010,Laki-laki,Sulawesi Selatan,Toraja Utara,70.40
2010,Laki-laki,Sulawesi Selatan,Kota Makasar,69.35
2010,Laki-laki,Sulawesi Selatan,Kota Parepare,68.34
2010,Laki-laki,Sulawesi Selatan,Kota Palopo,67.94
2010,Laki-laki,Sulawesi Tenggara,Buton,64.91
2010,Laki-laki,Sulawesi Tenggara,Muna,67.76
2010,Laki-laki,Sulawesi Tenggara,Konawe,67.33
2010,Laki-laki,Sulawesi Tenggara,Kolaka,67.55
2010,Laki-laki,Sulawesi Tenggara,Konawe Selatan,67.63
2010,Laki-laki,Sulawesi Tenggara,Bombana,65.18
2010,Laki-laki,Sulawesi Tenggara,Wakatobi,67.27
2010,Laki-laki,Sulawesi Tenggara,Kolaka Utara,66.91
2010,Laki-laki,Sulawesi Tenggara,Buton Utara,68.34
2010,Laki-laki,Sulawesi Tenggara,Konawe Utara,66.38
2010,Laki-laki,Sulawesi Tenggara,Kolaka Timur,65.99
2010,Laki-laki,Sulawesi Tenggara,Konawe Kepulauan,69.49
2010,Laki-laki,Sulawesi Tenggara,Muna Barat,68.62
2010,Laki-laki,Sulawesi Tenggara,Buton Tengah,69.84
2010,Laki-laki,Sulawesi Tenggara,Buton Selatan,67.57
2010,Laki-laki,Sulawesi Tenggara,Kota Kendari,70.72
2010,Laki-laki,Sulawesi Tenggara,Kota Baubau,68.27
2010,Laki-laki,Gorontalo,Boalemo,64.67
2010,Laki-laki,Gorontalo,Gorontalo,64.51
2010,Laki-laki,Gorontalo,Pohuwato,59.55
2010,Laki-laki,Gorontalo,Bone Bolango,65.39
2010,Laki-laki,Gorontalo,Gorontalo Utara,62.78
2010,Laki-laki,Gorontalo,Kota Gorontalo,69.45
2010,Laki-laki,Sulawesi Barat,Majene,58.02
2010,Laki-laki,Sulawesi Barat,Polewali Mandar,59.16
2010,Laki-laki,Sulawesi Barat,Mamasa,68.14
2010,Laki-laki,Sulawesi Barat,Mamuju,63.80
2010,Laki-laki,Sulawesi Barat,Mamuju Utara,62.06
2010,Laki-laki,Sulawesi Barat,Mamuju Tengah,65.71
2010,Laki-laki,Maluku,Maluku Tenggara Barat,60.28
2010,Laki-laki,Maluku,Maluku Tenggara,61.55
2010,Laki-laki,Maluku,Maluku Tengah,63.18
