Provinsi,Tahun,Tamu,Hotel,Jumlah
Lampung,2017,WNI,Berbintang,583.21
Lampung,2018,WNI,Berbintang,677.58
Lampung,2019,WNI,Berbintang,785.58
Lampung,2020,WNI,Berbintang,0.76
Lampung,2021,WNI,Berbintang,642.8
Lampung,2003,WNA,Non-Bintang,7
Lampung,2004,WNA,Non-Bintang,99
Lampung,2005,WNA,Non-Bintang,287
Lampung,2006,WNA,Non-Bintang,1548
Lampung,2007,WNA,Non-Bintang,2635
Lampung,2008,WNA,Non-Bintang,604
Lampung,2009,WNA,Non-Bintang,356
Lampung,2010,WNA,Non-Bintang,388
Lampung,2011,WNA,Non-Bintang,4004
Lampung,2012,WNA,Non-Bintang,548
Lampung,2013,WNA,Non-Bintang,10921.37
Lampung,2014,WNA,Non-Bintang,18358.54
Lampung,2015,WNA,Non-Bintang,1882.01
Lampung,2016,WNA,Non-Bintang,2106
Lampung,2017,WNA,Non-Bintang,9991.33
Lampung,2018,WNA,Non-Bintang,1607
Lampung,2019,WNA,Non-Bintang,10710
Lampung,2020,WNA,Non-Bintang,4833
Lampung,2021,WNA,Non-Bintang,421
Lampung,2003,WNI,Non-Bintang,525962
Lampung,2004,WNI,Non-Bintang,756869
Lampung,2005,WNI,Non-Bintang,512639
Lampung,2006,WNI,Non-Bintang,610129
Lampung,2007,WNI,Non-Bintang,950028
Lampung,2008,WNI,Non-Bintang,690467
Lampung,2009,WNI,Non-Bintang,675784
Lampung,2010,WNI,Non-Bintang,643294
Lampung,2011,WNI,Non-Bintang,1007124
Lampung,2012,WNI,Non-Bintang,1004751
Lampung,2013,WNI,Non-Bintang,878118.36
Lampung,2014,WNI,Non-Bintang,806951.83
Lampung,2015,WNI,Non-Bintang,485792.55
Lampung,2016,WNI,Non-Bintang,1242893
Lampung,2017,WNI,Non-Bintang,1343303.38
Lampung,2018,WNI,Non-Bintang,1338037
Lampung,2019,WNI,Non-Bintang,1207142
Lampung,2020,WNI,Non-Bintang,283114
Lampung,2021,WNI,Non-Bintang,846967
Kep. Bangka Belitung,2003,WNA,Berbintang,0.2
Kep. Bangka Belitung,2004,WNA,Berbintang,0.6
Kep. Bangka Belitung,2005,WNA,Berbintang,0.4
Kep. Bangka Belitung,2006,WNA,Berbintang,0.2
Kep. Bangka Belitung,2007,WNA,Berbintang,0.1
Kep. Bangka Belitung,2008,WNA,Berbintang,0.4
Kep. Bangka Belitung,2009,WNA,Berbintang,0.7
Kep. Bangka Belitung,2010,WNA,Berbintang,0.6
Kep. Bangka Belitung,2011,WNA,Berbintang,1.4
Kep. Bangka Belitung,2012,WNA,Berbintang,1.7
Kep. Bangka Belitung,2013,WNA,Berbintang,2
Kep. Bangka Belitung,2014,WNA,Berbintang,2.6
Kep. Bangka Belitung,2015,WNA,Berbintang,3.3
Kep. Bangka Belitung,2016,WNA,Berbintang,10.35
Kep. Bangka Belitung,2017,WNA,Berbintang,13.17
Kep. Bangka Belitung,2018,WNA,Berbintang,8.18
Kep. Bangka Belitung,2019,WNA,Berbintang,9.68
Kep. Bangka Belitung,2020,WNA,Berbintang,2.19
Kep. Bangka Belitung,2021,WNA,Berbintang,0.58
Kep. Bangka Belitung,2003,WNI,Berbintang,33
Kep. Bangka Belitung,2004,WNI,Berbintang,56.4
Kep. Bangka Belitung,2005,WNI,Berbintang,58
Kep. Bangka Belitung,2006,WNI,Berbintang,54
Kep. Bangka Belitung,2007,WNI,Berbintang,44.5
Kep. Bangka Belitung,2008,WNI,Berbintang,59.5
Kep. Bangka Belitung,2009,WNI,Berbintang,107.6
Kep. Bangka Belitung,2010,WNI,Berbintang,107.3
Kep. Bangka Belitung,2011,WNI,Berbintang,170.5
Kep. Bangka Belitung,2012,WNI,Berbintang,210.9
Kep. Bangka Belitung,2013,WNI,Berbintang,209.6
Kep. Bangka Belitung,2014,WNI,Berbintang,271
Kep. Bangka Belitung,2015,WNI,Berbintang,263.7
Kep. Bangka Belitung,2016,WNI,Berbintang,671.78
Kep. Bangka Belitung,2017,WNI,Berbintang,682.84
Kep. Bangka Belitung,2018,WNI,Berbintang,417.85
Kep. Bangka Belitung,2019,WNI,Berbintang,467.16
Kep. Bangka Belitung,2020,WNI,Berbintang,2.19
Kep. Bangka Belitung,2021,WNI,Berbintang,312.46
Kep. Bangka Belitung,2003,WNA,Non-Bintang,92
Kep. Bangka Belitung,2004,WNA,Non-Bintang,326
Kep. Bangka Belitung,2005,WNA,Non-Bintang,119
Kep. Bangka Belitung,2006,WNA,Non-Bintang,127
Kep. Bangka Belitung,2007,WNA,Non-Bintang,31
Kep. Bangka Belitung,2008,WNA,Non-Bintang,22
Kep. Bangka Belitung,2009,WNA,Non-Bintang,60
Kep. Bangka Belitung,2010,WNA,Non-Bintang,86
Kep. Bangka Belitung,2011,WNA,Non-Bintang,163
Kep. Bangka Belitung,2012,WNA,Non-Bintang,89
Kep. Bangka Belitung,2013,WNA,Non-Bintang,383.96
Kep. Bangka Belitung,2014,WNA,Non-Bintang,321.03
Kep. Bangka Belitung,2015,WNA,Non-Bintang,202
Kep. Bangka Belitung,2016,WNA,Non-Bintang,213
Kep. Bangka Belitung,2017,WNA,Non-Bintang,314.33
Kep. Bangka Belitung,2018,WNA,Non-Bintang,200
Kep. Bangka Belitung,2019,WNA,Non-Bintang,175
Kep. Bangka Belitung,2020,WNA,Non-Bintang,472
Kep. Bangka Belitung,2021,WNA,Non-Bintang,1490
Kep. Bangka Belitung,2003,WNI,Non-Bintang,43569
Kep. Bangka Belitung,2004,WNI,Non-Bintang,43709
Kep. Bangka Belitung,2005,WNI,Non-Bintang,46919
Kep. Bangka Belitung,2006,WNI,Non-Bintang,38261
Kep. Bangka Belitung,2007,WNI,Non-Bintang,17318
Kep. Bangka Belitung,2008,WNI,Non-Bintang,20696
Kep. Bangka Belitung,2009,WNI,Non-Bintang,25915
Kep. Bangka Belitung,2010,WNI,Non-Bintang,28672
Kep. Bangka Belitung,2011,WNI,Non-Bintang,75362
Kep. Bangka Belitung,2012,WNI,Non-Bintang,74291
Kep. Bangka Belitung,2013,WNI,Non-Bintang,57036.16
Kep. Bangka Belitung,2014,WNI,Non-Bintang,140673.09
Kep. Bangka Belitung,2015,WNI,Non-Bintang,79627.03
Kep. Bangka Belitung,2016,WNI,Non-Bintang,90761
Kep. Bangka Belitung,2017,WNI,Non-Bintang,209485.99
Kep. Bangka Belitung,2018,WNI,Non-Bintang,185983
Kep. Bangka Belitung,2019,WNI,Non-Bintang,212880.4
Kep. Bangka Belitung,2020,WNI,Non-Bintang,65988
Kep. Bangka Belitung,2021,WNI,Non-Bintang,160737
Kep. Riau,2003,WNA,Berbintang,0
Kep. Riau,2004,WNA,Berbintang,0
Kep. Riau,2005,WNA,Berbintang,0
Kep. Riau,2006,WNA,Berbintang,753.7
Kep. Riau,2007,WNA,Berbintang,745.6
Kep. Riau,2008,WNA,Berbintang,711.4
Kep. Riau,2009,WNA,Berbintang,788.1
Kep. Riau,2010,WNA,Berbintang,717.4
Kep. Riau,2011,WNA,Berbintang,961.3
Kep. Riau,2012,WNA,Berbintang,860.7
Kep. Riau,2013,WNA,Berbintang,1490.2
Kep. Riau,2014,WNA,Berbintang,1439.7
Kep. Riau,2015,WNA,Berbintang,1329
Kep. Riau,2016,WNA,Berbintang,1294.27
Kep. Riau,2017,WNA,Berbintang,1631.31
Kep. Riau,2018,WNA,Berbintang,2497.8
Kep. Riau,2019,WNA,Berbintang,1595.59
Kep. Riau,2020,WNA,Berbintang,230.52
Kep. Riau,2021,WNA,Berbintang,30.3
Kep. Riau,2003,WNI,Berbintang,0
Kep. Riau,2004,WNI,Berbintang,0
Kep. Riau,2005,WNI,Berbintang,0
Kep. Riau,2006,WNI,Berbintang,366.9
Kep. Riau,2007,WNI,Berbintang,381.2
Kep. Riau,2008,WNI,Berbintang,389.2
Kep. Riau,2009,WNI,Berbintang,568.5
Kep. Riau,2010,WNI,Berbintang,676.8
Kep. Riau,2011,WNI,Berbintang,739.1
Kep. Riau,2012,WNI,Berbintang,912.4
Kep. Riau,2013,WNI,Berbintang,1757.3
Kep. Riau,2014,WNI,Berbintang,1719.8
Kep. Riau,2015,WNI,Berbintang,1132.1
Kep. Riau,2016,WNI,Berbintang,1437.53
Kep. Riau,2017,WNI,Berbintang,2001.7
Kep. Riau,2018,WNI,Berbintang,2720.28
Kep. Riau,2019,WNI,Berbintang,1504.26
Kep. Riau,2020,WNI,Berbintang,230.52
Kep. Riau,2021,WNI,Berbintang,824.02
Kep. Riau,2003,WNA,Non-Bintang,0
Kep. Riau,2004,WNA,Non-Bintang,0
Kep. Riau,2005,WNA,Non-Bintang,0
Kep. Riau,2006,WNA,Non-Bintang,71731
Kep. Riau,2007,WNA,Non-Bintang,57061
Kep. Riau,2008,WNA,Non-Bintang,81357
Kep. Riau,2009,WNA,Non-Bintang,39342
Kep. Riau,2010,WNA,Non-Bintang,29963
Kep. Riau,2011,WNA,Non-Bintang,41278
Kep. Riau,2012,WNA,Non-Bintang,122411
Kep. Riau,2013,WNA,Non-Bintang,124817.33
Kep. Riau,2014,WNA,Non-Bintang,185781.01
Kep. Riau,2015,WNA,Non-Bintang,73558.03
Kep. Riau,2016,WNA,Non-Bintang,167985
Kep. Riau,2017,WNA,Non-Bintang,145808.28
Kep. Riau,2018,WNA,Non-Bintang,208074
Kep. Riau,2019,WNA,Non-Bintang,97611
Kep. Riau,2020,WNA,Non-Bintang,10909
Kep. Riau,2021,WNA,Non-Bintang,2178
Kep. Riau,2003,WNI,Non-Bintang,0
Kep. Riau,2004,WNI,Non-Bintang,0
Kep. Riau,2005,WNI,Non-Bintang,0
Kep. Riau,2006,WNI,Non-Bintang,128652
Kep. Riau,2007,WNI,Non-Bintang,204566
Kep. Riau,2008,WNI,Non-Bintang,237766
Kep. Riau,2009,WNI,Non-Bintang,240519
Kep. Riau,2010,WNI,Non-Bintang,409773
Kep. Riau,2011,WNI,Non-Bintang,571577
Kep. Riau,2012,WNI,Non-Bintang,636491
Kep. Riau,2013,WNI,Non-Bintang,797330.25
Kep. Riau,2014,WNI,Non-Bintang,1304862.84
Kep. Riau,2015,WNI,Non-Bintang,339434.57
Kep. Riau,2016,WNI,Non-Bintang,1304789
Kep. Riau,2017,WNI,Non-Bintang,1326687.08
Kep. Riau,2018,WNI,Non-Bintang,1900779
Kep. Riau,2019,WNI,Non-Bintang,1056443
Kep. Riau,2020,WNI,Non-Bintang,351439
Kep. Riau,2021,WNI,Non-Bintang,746304
DKI Jakarta,2003,WNA,Berbintang,625.8
DKI Jakarta,2004,WNA,Berbintang,705.2
DKI Jakarta,2005,WNA,Berbintang,713.5
DKI Jakarta,2006,WNA,Berbintang,652.6
DKI Jakarta,2007,WNA,Berbintang,785.1
DKI Jakarta,2008,WNA,Berbintang,654.8
DKI Jakarta,2009,WNA,Berbintang,651.2
DKI Jakarta,2010,WNA,Berbintang,882.9
DKI Jakarta,2011,WNA,Berbintang,1013.2
DKI Jakarta,2012,WNA,Berbintang,1190.3
DKI Jakarta,2013,WNA,Berbintang,1114.8
DKI Jakarta,2014,WNA,Berbintang,1222.7
DKI Jakarta,2015,WNA,Berbintang,1873.8
DKI Jakarta,2016,WNA,Berbintang,1862.32
DKI Jakarta,2017,WNA,Berbintang,1879.44
DKI Jakarta,2018,WNA,Berbintang,2266.08
DKI Jakarta,2019,WNA,Berbintang,1529.76
DKI Jakarta,2020,WNA,Berbintang,267.78
DKI Jakarta,2021,WNA,Berbintang,283.01
DKI Jakarta,2003,WNI,Berbintang,2444.5
DKI Jakarta,2004,WNI,Berbintang,2694.2
DKI Jakarta,2005,WNI,Berbintang,2837.2
DKI Jakarta,2006,WNI,Berbintang,2755.2
DKI Jakarta,2007,WNI,Berbintang,3271.4
DKI Jakarta,2008,WNI,Berbintang,3190.5
DKI Jakarta,2009,WNI,Berbintang,3556.6
DKI Jakarta,2010,WNI,Berbintang,3932.4
DKI Jakarta,2011,WNI,Berbintang,5470.3
DKI Jakarta,2012,WNI,Berbintang,5266.4
DKI Jakarta,2013,WNI,Berbintang,5976
DKI Jakarta,2014,WNI,Berbintang,6523.4
DKI Jakarta,2015,WNI,Berbintang,8286.3
DKI Jakarta,2016,WNI,Berbintang,8271.54
DKI Jakarta,2017,WNI,Berbintang,10649.99
DKI Jakarta,2018,WNI,Berbintang,12800.77
DKI Jakarta,2019,WNI,Berbintang,10262.67
DKI Jakarta,2020,WNI,Berbintang,267.78
DKI Jakarta,2021,WNI,Berbintang,5997.87
DKI Jakarta,2003,WNA,Non-Bintang,13681
DKI Jakarta,2004,WNA,Non-Bintang,13040
DKI Jakarta,2005,WNA,Non-Bintang,15936
DKI Jakarta,2006,WNA,Non-Bintang,4300
DKI Jakarta,2007,WNA,Non-Bintang,11302
DKI Jakarta,2008,WNA,Non-Bintang,14657
DKI Jakarta,2009,WNA,Non-Bintang,12404
DKI Jakarta,2010,WNA,Non-Bintang,11932
DKI Jakarta,2011,WNA,Non-Bintang,54724
DKI Jakarta,2012,WNA,Non-Bintang,43258
DKI Jakarta,2013,WNA,Non-Bintang,43130.87
DKI Jakarta,2014,WNA,Non-Bintang,177731.2
DKI Jakarta,2015,WNA,Non-Bintang,23780.51
DKI Jakarta,2016,WNA,Non-Bintang,54817
DKI Jakarta,2017,WNA,Non-Bintang,71162.47
DKI Jakarta,2018,WNA,Non-Bintang,14529
DKI Jakarta,2019,WNA,Non-Bintang,5969
DKI Jakarta,2020,WNA,Non-Bintang,2470
DKI Jakarta,2021,WNA,Non-Bintang,2333
DKI Jakarta,2003,WNI,Non-Bintang,1188283
DKI Jakarta,2004,WNI,Non-Bintang,1207438
DKI Jakarta,2005,WNI,Non-Bintang,1236652
DKI Jakarta,2006,WNI,Non-Bintang,1107773
DKI Jakarta,2007,WNI,Non-Bintang,1287629
DKI Jakarta,2008,WNI,Non-Bintang,1365376
DKI Jakarta,2009,WNI,Non-Bintang,1112064
DKI Jakarta,2010,WNI,Non-Bintang,1474255
DKI Jakarta,2011,WNI,Non-Bintang,2423467
DKI Jakarta,2012,WNI,Non-Bintang,2218057
DKI Jakarta,2013,WNI,Non-Bintang,2912175.18
DKI Jakarta,2014,WNI,Non-Bintang,4781954.67
DKI Jakarta,2015,WNI,Non-Bintang,1408572.98
DKI Jakarta,2016,WNI,Non-Bintang,3166747
DKI Jakarta,2017,WNI,Non-Bintang,3172439.38
DKI Jakarta,2018,WNI,Non-Bintang,4417948
DKI Jakarta,2019,WNI,Non-Bintang,4310569
DKI Jakarta,2020,WNI,Non-Bintang,637975
DKI Jakarta,2021,WNI,Non-Bintang,1703088
Jawa Barat,2003,WNA,Berbintang,81
Jawa Barat,2004,WNA,Berbintang,81.6
Jawa Barat,2005,WNA,Berbintang,83.5
Jawa Barat,2006,WNA,Berbintang,87.6
Jawa Barat,2007,WNA,Berbintang,95.6
Jawa Barat,2008,WNA,Berbintang,118.7
Jawa Barat,2009,WNA,Berbintang,159.6
Jawa Barat,2010,WNA,Berbintang,156.6
Jawa Barat,2011,WNA,Berbintang,178.1
Jawa Barat,2012,WNA,Berbintang,243.9
Jawa Barat,2013,WNA,Berbintang,310
Jawa Barat,2014,WNA,Berbintang,333
Jawa Barat,2015,WNA,Berbintang,629.3
Jawa Barat,2016,WNA,Berbintang,507.08
Jawa Barat,2017,WNA,Berbintang,516.94
Jawa Barat,2018,WNA,Berbintang,536.6
Jawa Barat,2019,WNA,Berbintang,502.72
Jawa Barat,2020,WNA,Berbintang,118.56
Jawa Barat,2021,WNA,Berbintang,56.81
Jawa Barat,2003,WNI,Berbintang,1632.9
Jawa Barat,2004,WNI,Berbintang,1714.9
Jawa Barat,2005,WNI,Berbintang,1697.5
Jawa Barat,2006,WNI,Berbintang,1606.8
Jawa Barat,2007,WNI,Berbintang,1716.9
Jawa Barat,2008,WNI,Berbintang,1946.4
Jawa Barat,2009,WNI,Berbintang,2523.7
Jawa Barat,2010,WNI,Berbintang,2901.3
Jawa Barat,2011,WNI,Berbintang,3457.1
Jawa Barat,2012,WNI,Berbintang,4123
Jawa Barat,2013,WNI,Berbintang,5651.1
Jawa Barat,2014,WNI,Berbintang,6434.7
Jawa Barat,2015,WNI,Berbintang,8413.8
Jawa Barat,2016,WNI,Berbintang,9341.5
Jawa Barat,2017,WNI,Berbintang,10228.35
Jawa Barat,2018,WNI,Berbintang,12050.46
Jawa Barat,2019,WNI,Berbintang,12850.51
Jawa Barat,2020,WNI,Berbintang,118.56
Jawa Barat,2021,WNI,Berbintang,8504.51
Jawa Barat,2003,WNA,Non-Bintang,18422
Jawa Barat,2004,WNA,Non-Bintang,10654
Jawa Barat,2005,WNA,Non-Bintang,14012
Jawa Barat,2006,WNA,Non-Bintang,9602
Jawa Barat,2007,WNA,Non-Bintang,26737
Jawa Barat,2008,WNA,Non-Bintang,29525
Jawa Barat,2009,WNA,Non-Bintang,45426
Jawa Barat,2010,WNA,Non-Bintang,90765
Jawa Barat,2011,WNA,Non-Bintang,41084
Jawa Barat,2012,WNA,Non-Bintang,50390
Jawa Barat,2013,WNA,Non-Bintang,45478.01
Jawa Barat,2014,WNA,Non-Bintang,65009.93
Jawa Barat,2015,WNA,Non-Bintang,25877.65
Jawa Barat,2016,WNA,Non-Bintang,48676
Jawa Barat,2017,WNA,Non-Bintang,56200.97
Jawa Barat,2018,WNA,Non-Bintang,32452
Jawa Barat,2019,WNA,Non-Bintang,37134
Jawa Barat,2020,WNA,Non-Bintang,8006
Jawa Barat,2021,WNA,Non-Bintang,6011
Jawa Barat,2003,WNI,Non-Bintang,5451244
Jawa Barat,2004,WNI,Non-Bintang,6263957
Jawa Barat,2005,WNI,Non-Bintang,5442146
Jawa Barat,2006,WNI,Non-Bintang,6312743
Jawa Barat,2007,WNI,Non-Bintang,4188141
Jawa Barat,2008,WNI,Non-Bintang,4611200
Jawa Barat,2009,WNI,Non-Bintang,4789355
Jawa Barat,2010,WNI,Non-Bintang,5407185
Jawa Barat,2011,WNI,Non-Bintang,5954133
Jawa Barat,2012,WNI,Non-Bintang,6389315
Jawa Barat,2013,WNI,Non-Bintang,6559982.2
Jawa Barat,2014,WNI,Non-Bintang,6961616.24
Jawa Barat,2015,WNI,Non-Bintang,3324485.61
Jawa Barat,2016,WNI,Non-Bintang,8267441
Jawa Barat,2017,WNI,Non-Bintang,8625524.64
Jawa Barat,2018,WNI,Non-Bintang,8316114
Jawa Barat,2019,WNI,Non-Bintang,7483742
Jawa Barat,2020,WNI,Non-Bintang,1841886
Jawa Barat,2021,WNI,Non-Bintang,4295985
Jawa Tengah,2003,WNA,Berbintang,42.1
Jawa Tengah,2004,WNA,Berbintang,97.3
Jawa Tengah,2005,WNA,Berbintang,74.7
Jawa Tengah,2006,WNA,Berbintang,40.6
Jawa Tengah,2007,WNA,Berbintang,61.1
Jawa Tengah,2008,WNA,Berbintang,58.1
Jawa Tengah,2009,WNA,Berbintang,54.4
Jawa Tengah,2010,WNA,Berbintang,55.9
Jawa Tengah,2011,WNA,Berbintang,59.5
Jawa Tengah,2012,WNA,Berbintang,63.3
Jawa Tengah,2013,WNA,Berbintang,131.3
Jawa Tengah,2014,WNA,Berbintang,120.9
Jawa Tengah,2015,WNA,Berbintang,104.9
Jawa Tengah,2016,WNA,Berbintang,107.17
Jawa Tengah,2017,WNA,Berbintang,140.7
Jawa Tengah,2018,WNA,Berbintang,112.21
Jawa Tengah,2019,WNA,Berbintang,122.15
Jawa Tengah,2020,WNA,Berbintang,27.28
Jawa Tengah,2021,WNA,Berbintang,15.12
Jawa Tengah,2003,WNI,Berbintang,906.3
Jawa Tengah,2004,WNI,Berbintang,1165.4
Jawa Tengah,2005,WNI,Berbintang,1066.9
Jawa Tengah,2006,WNI,Berbintang,716.3
Jawa Tengah,2007,WNI,Berbintang,1064.1
Jawa Tengah,2008,WNI,Berbintang,1119.1
Jawa Tengah,2009,WNI,Berbintang,1263.7
Jawa Tengah,2010,WNI,Berbintang,1433.2
Jawa Tengah,2011,WNI,Berbintang,1793.2
Jawa Tengah,2012,WNI,Berbintang,1928.3
Jawa Tengah,2013,WNI,Berbintang,3960
Jawa Tengah,2014,WNI,Berbintang,3989.6
Jawa Tengah,2015,WNI,Berbintang,4896.4
Jawa Tengah,2016,WNI,Berbintang,6470.43
Jawa Tengah,2017,WNI,Berbintang,6613.92
Jawa Tengah,2018,WNI,Berbintang,6350.91
Jawa Tengah,2019,WNI,Berbintang,7247.54
Jawa Tengah,2020,WNI,Berbintang,27.28
Jawa Tengah,2021,WNI,Berbintang,4525.92
Jawa Tengah,2003,WNA,Non-Bintang,4879
Jawa Tengah,2004,WNA,Non-Bintang,20630
Jawa Tengah,2005,WNA,Non-Bintang,5846
Jawa Tengah,2006,WNA,Non-Bintang,3955
Jawa Tengah,2007,WNA,Non-Bintang,17044
Jawa Tengah,2008,WNA,Non-Bintang,11964
Jawa Tengah,2009,WNA,Non-Bintang,11530
Jawa Tengah,2010,WNA,Non-Bintang,17184
Jawa Tengah,2011,WNA,Non-Bintang,54664
Jawa Tengah,2012,WNA,Non-Bintang,30997
Jawa Tengah,2013,WNA,Non-Bintang,24519.14
Jawa Tengah,2014,WNA,Non-Bintang,60090.88
Jawa Tengah,2015,WNA,Non-Bintang,23201.76
Jawa Tengah,2016,WNA,Non-Bintang,54328
Jawa Tengah,2017,WNA,Non-Bintang,36973.96
Jawa Tengah,2018,WNA,Non-Bintang,33685
Jawa Tengah,2019,WNA,Non-Bintang,7861
Jawa Tengah,2020,WNA,Non-Bintang,1175
Jawa Tengah,2021,WNA,Non-Bintang,789
Jawa Tengah,2003,WNI,Non-Bintang,2606168
Jawa Tengah,2004,WNI,Non-Bintang,1201264
Jawa Tengah,2005,WNI,Non-Bintang,1365082
Jawa Tengah,2006,WNI,Non-Bintang,1194338
Jawa Tengah,2007,WNI,Non-Bintang,2742352
Jawa Tengah,2008,WNI,Non-Bintang,2438214
Jawa Tengah,2009,WNI,Non-Bintang,2265839
Jawa Tengah,2010,WNI,Non-Bintang,2358129
Jawa Tengah,2011,WNI,Non-Bintang,3305547
Jawa Tengah,2012,WNI,Non-Bintang,4288385
Jawa Tengah,2013,WNI,Non-Bintang,3173029.27
Jawa Tengah,2014,WNI,Non-Bintang,4321048.1
Jawa Tengah,2015,WNI,Non-Bintang,3507498.63
Jawa Tengah,2016,WNI,Non-Bintang,6897256
Jawa Tengah,2017,WNI,Non-Bintang,7069511.72
Jawa Tengah,2018,WNI,Non-Bintang,7466860
Jawa Tengah,2019,WNI,Non-Bintang,5539721
Jawa Tengah,2020,WNI,Non-Bintang,1888678
Jawa Tengah,2021,WNI,Non-Bintang,3771242
DI Yogyakarta,2003,WNA,Berbintang,61.9
DI Yogyakarta,2004,WNA,Berbintang,75.5
DI Yogyakarta,2005,WNA,Berbintang,79.5
DI Yogyakarta,2006,WNA,Berbintang,73.8
DI Yogyakarta,2007,WNA,Berbintang,96.6
DI Yogyakarta,2008,WNA,Berbintang,110.9
DI Yogyakarta,2009,WNA,Berbintang,112.3
DI Yogyakarta,2010,WNA,Berbintang,95.6
DI Yogyakarta,2011,WNA,Berbintang,107
DI Yogyakarta,2012,WNA,Berbintang,148.5
DI Yogyakarta,2013,WNA,Berbintang,190.2
DI Yogyakarta,2014,WNA,Berbintang,202.8
DI Yogyakarta,2015,WNA,Berbintang,190.1
DI Yogyakarta,2016,WNA,Berbintang,313.12
DI Yogyakarta,2017,WNA,Berbintang,317.93
DI Yogyakarta,2018,WNA,Berbintang,237.59
DI Yogyakarta,2019,WNA,Berbintang,211.5
DI Yogyakarta,2020,WNA,Berbintang,37.76
DI Yogyakarta,2021,WNA,Berbintang,14.2
DI Yogyakarta,2003,WNI,Berbintang,622.9
DI Yogyakarta,2004,WNI,Berbintang,611.8
DI Yogyakarta,2005,WNI,Berbintang,647.3
DI Yogyakarta,2006,WNI,Berbintang,536.1
DI Yogyakarta,2007,WNI,Berbintang,619.9
DI Yogyakarta,2008,WNI,Berbintang,618
DI Yogyakarta,2009,WNI,Berbintang,676.4
DI Yogyakarta,2010,WNI,Berbintang,616.3
DI Yogyakarta,2011,WNI,Berbintang,710.8
DI Yogyakarta,2012,WNI,Berbintang,1033.8
DI Yogyakarta,2013,WNI,Berbintang,1322.8
DI Yogyakarta,2014,WNI,Berbintang,1587.1
DI Yogyakarta,2015,WNI,Berbintang,2188.4
DI Yogyakarta,2016,WNI,Berbintang,3489.11
DI Yogyakarta,2017,WNI,Berbintang,3643.34
DI Yogyakarta,2018,WNI,Berbintang,3917.42
DI Yogyakarta,2019,WNI,Berbintang,5025.09
DI Yogyakarta,2020,WNI,Berbintang,37.76
DI Yogyakarta,2021,WNI,Berbintang,3132.16
DI Yogyakarta,2003,WNA,Non-Bintang,22272
DI Yogyakarta,2004,WNA,Non-Bintang,14491
DI Yogyakarta,2005,WNA,Non-Bintang,10841
DI Yogyakarta,2006,WNA,Non-Bintang,15556
DI Yogyakarta,2007,WNA,Non-Bintang,13231
DI Yogyakarta,2008,WNA,Non-Bintang,18055
DI Yogyakarta,2009,WNA,Non-Bintang,16437
DI Yogyakarta,2010,WNA,Non-Bintang,11614
DI Yogyakarta,2011,WNA,Non-Bintang,12313
DI Yogyakarta,2012,WNA,Non-Bintang,32040
DI Yogyakarta,2013,WNA,Non-Bintang,23457.03
DI Yogyakarta,2014,WNA,Non-Bintang,27189.49
DI Yogyakarta,2015,WNA,Non-Bintang,11564.86
DI Yogyakarta,2016,WNA,Non-Bintang,118145
DI Yogyakarta,2017,WNA,Non-Bintang,31690.34
DI Yogyakarta,2018,WNA,Non-Bintang,44688
DI Yogyakarta,2019,WNA,Non-Bintang,57837
DI Yogyakarta,2020,WNA,Non-Bintang,5008
DI Yogyakarta,2021,WNA,Non-Bintang,515
DI Yogyakarta,2003,WNI,Non-Bintang,1590144
DI Yogyakarta,2004,WNI,Non-Bintang,1701348
DI Yogyakarta,2005,WNI,Non-Bintang,1351878
DI Yogyakarta,2006,WNI,Non-Bintang,1534810
DI Yogyakarta,2007,WNI,Non-Bintang,1837234
DI Yogyakarta,2008,WNI,Non-Bintang,2453600
DI Yogyakarta,2009,WNI,Non-Bintang,2585318
DI Yogyakarta,2010,WNI,Non-Bintang,2630912
DI Yogyakarta,2011,WNI,Non-Bintang,2655858
DI Yogyakarta,2012,WNI,Non-Bintang,2471073
DI Yogyakarta,2013,WNI,Non-Bintang,1200412.43
DI Yogyakarta,2014,WNI,Non-Bintang,1771311.08
DI Yogyakarta,2015,WNI,Non-Bintang,686572.8
DI Yogyakarta,2016,WNI,Non-Bintang,2688385
DI Yogyakarta,2017,WNI,Non-Bintang,2861937.52
DI Yogyakarta,2018,WNI,Non-Bintang,2326193
DI Yogyakarta,2019,WNI,Non-Bintang,3711716
DI Yogyakarta,2020,WNI,Non-Bintang,812546
DI Yogyakarta,2021,WNI,Non-Bintang,1498108
Jawa Timur,2003,WNA,Berbintang,135.1
Jawa Timur,2004,WNA,Berbintang,76.1
Jawa Timur,2005,WNA,Berbintang,110.9
Jawa Timur,2006,WNA,Berbintang,101.1
Jawa Timur,2007,WNA,Berbintang,131.8
Jawa Timur,2008,WNA,Berbintang,208.4
Jawa Timur,2009,WNA,Berbintang,352.7
Jawa Timur,2010,WNA,Berbintang,411.2
Jawa Timur,2011,WNA,Berbintang,200.4
Jawa Timur,2012,WNA,Berbintang,217
Jawa Timur,2013,WNA,Berbintang,181.2
Jawa Timur,2014,WNA,Berbintang,232
Jawa Timur,2015,WNA,Berbintang,249.9
Jawa Timur,2016,WNA,Berbintang,269.88
Jawa Timur,2017,WNA,Berbintang,287.27
Jawa Timur,2018,WNA,Berbintang,238.7
Jawa Timur,2019,WNA,Berbintang,267.97
Jawa Timur,2020,WNA,Berbintang,53.95
Jawa Timur,2021,WNA,Berbintang,26.88
