Provinsi,Tahun,Tamu,Hotel,Jumlah
Jawa Timur,2003,WNI,Berbintang,1220.4
Jawa Timur,2004,WNI,Berbintang,1081.5
Jawa Timur,2005,WNI,Berbintang,990.1
Jawa Timur,2006,WNI,Berbintang,1204.8
Jawa Timur,2007,WNI,Berbintang,1288.2
Jawa Timur,2008,WNI,Berbintang,1760
Jawa Timur,2009,WNI,Berbintang,2729.7
Jawa Timur,2010,WNI,Berbintang,2637.7
Jawa Timur,2011,WNI,Berbintang,1826
Jawa Timur,2012,WNI,Berbintang,1991.5
Jawa Timur,2013,WNI,Berbintang,2726.3
Jawa Timur,2014,WNI,Berbintang,3185.3
Jawa Timur,2015,WNI,Berbintang,3774.2
Jawa Timur,2016,WNI,Berbintang,6568.92
Jawa Timur,2017,WNI,Berbintang,6749.43
Jawa Timur,2018,WNI,Berbintang,6688.99
Jawa Timur,2019,WNI,Berbintang,7526
Jawa Timur,2020,WNI,Berbintang,53.95
Jawa Timur,2021,WNI,Berbintang,5007.04
Jawa Timur,2003,WNA,Non-Bintang,21901
Jawa Timur,2004,WNA,Non-Bintang,25834
Jawa Timur,2005,WNA,Non-Bintang,24337
Jawa Timur,2006,WNA,Non-Bintang,21682
Jawa Timur,2007,WNA,Non-Bintang,18668
Jawa Timur,2008,WNA,Non-Bintang,36460
Jawa Timur,2009,WNA,Non-Bintang,60442
Jawa Timur,2010,WNA,Non-Bintang,65036
Jawa Timur,2011,WNA,Non-Bintang,344777
Jawa Timur,2012,WNA,Non-Bintang,95796
Jawa Timur,2013,WNA,Non-Bintang,110764.19
Jawa Timur,2014,WNA,Non-Bintang,101682
Jawa Timur,2015,WNA,Non-Bintang,63977.14
Jawa Timur,2016,WNA,Non-Bintang,74330
Jawa Timur,2017,WNA,Non-Bintang,85507.44
Jawa Timur,2018,WNA,Non-Bintang,41753
Jawa Timur,2019,WNA,Non-Bintang,59205
Jawa Timur,2020,WNA,Non-Bintang,5433
Jawa Timur,2021,WNA,Non-Bintang,2084
Jawa Timur,2003,WNI,Non-Bintang,5030872
Jawa Timur,2004,WNI,Non-Bintang,2396168
Jawa Timur,2005,WNI,Non-Bintang,2444853
Jawa Timur,2006,WNI,Non-Bintang,3113669
Jawa Timur,2007,WNI,Non-Bintang,3440925
Jawa Timur,2008,WNI,Non-Bintang,2716358
Jawa Timur,2009,WNI,Non-Bintang,3916057
Jawa Timur,2010,WNI,Non-Bintang,3922968
Jawa Timur,2011,WNI,Non-Bintang,4359289
Jawa Timur,2012,WNI,Non-Bintang,4990164
Jawa Timur,2013,WNI,Non-Bintang,5681583.75
Jawa Timur,2014,WNI,Non-Bintang,5156117.06
Jawa Timur,2015,WNI,Non-Bintang,3596497.73
Jawa Timur,2016,WNI,Non-Bintang,7132681
Jawa Timur,2017,WNI,Non-Bintang,7228165.22
Jawa Timur,2018,WNI,Non-Bintang,7057695
Jawa Timur,2019,WNI,Non-Bintang,9094596
Jawa Timur,2020,WNI,Non-Bintang,1573513
Jawa Timur,2021,WNI,Non-Bintang,4206738
Banten,2003,WNA,Berbintang,120.8
Banten,2004,WNA,Berbintang,25.6
Banten,2005,WNA,Berbintang,116.2
Banten,2006,WNA,Berbintang,97.2
Banten,2007,WNA,Berbintang,53.8
Banten,2008,WNA,Berbintang,91
Banten,2009,WNA,Berbintang,49.7
Banten,2010,WNA,Berbintang,54.3
Banten,2011,WNA,Berbintang,77.6
Banten,2012,WNA,Berbintang,98.1
Banten,2013,WNA,Berbintang,357.5
Banten,2014,WNA,Berbintang,174.5
Banten,2015,WNA,Berbintang,351.2
Banten,2016,WNA,Berbintang,287.72
Banten,2017,WNA,Berbintang,437.11
Banten,2018,WNA,Berbintang,496.89
Banten,2019,WNA,Berbintang,464.21
Banten,2020,WNA,Berbintang,99.4
Banten,2021,WNA,Berbintang,66.48
Banten,2003,WNI,Berbintang,291.4
Banten,2004,WNI,Berbintang,438.2
Banten,2005,WNI,Berbintang,322.7
Banten,2006,WNI,Berbintang,373
Banten,2007,WNI,Berbintang,363
Banten,2008,WNI,Berbintang,461.9
Banten,2009,WNI,Berbintang,455.6
Banten,2010,WNI,Berbintang,449.8
Banten,2011,WNI,Berbintang,591.1
Banten,2012,WNI,Berbintang,661.9
Banten,2013,WNI,Berbintang,1415.2
Banten,2014,WNI,Berbintang,1039.1
Banten,2015,WNI,Berbintang,1849.7
Banten,2016,WNI,Berbintang,1949.42
Banten,2017,WNI,Berbintang,2969.36
Banten,2018,WNI,Berbintang,3255.93
Banten,2019,WNI,Berbintang,2821.56
Banten,2020,WNI,Berbintang,99.4
Banten,2021,WNI,Berbintang,1785.86
Banten,2003,WNA,Non-Bintang,276
Banten,2004,WNA,Non-Bintang,27718
Banten,2005,WNA,Non-Bintang,229
Banten,2006,WNA,Non-Bintang,411
Banten,2007,WNA,Non-Bintang,156
Banten,2008,WNA,Non-Bintang,364
Banten,2009,WNA,Non-Bintang,267
Banten,2010,WNA,Non-Bintang,553
Banten,2011,WNA,Non-Bintang,466
Banten,2012,WNA,Non-Bintang,2592
Banten,2013,WNA,Non-Bintang,2109.92
Banten,2014,WNA,Non-Bintang,1441.11
Banten,2015,WNA,Non-Bintang,16408.53
Banten,2016,WNA,Non-Bintang,15196
Banten,2017,WNA,Non-Bintang,4462.31
Banten,2018,WNA,Non-Bintang,4685
Banten,2019,WNA,Non-Bintang,1429
Banten,2020,WNA,Non-Bintang,603
Banten,2021,WNA,Non-Bintang,619
Banten,2003,WNI,Non-Bintang,521057
Banten,2004,WNI,Non-Bintang,719610
Banten,2005,WNI,Non-Bintang,905825
Banten,2006,WNI,Non-Bintang,878121
Banten,2007,WNI,Non-Bintang,759533
Banten,2008,WNI,Non-Bintang,564268
Banten,2009,WNI,Non-Bintang,593674
Banten,2010,WNI,Non-Bintang,646199
Banten,2011,WNI,Non-Bintang,840135
Banten,2012,WNI,Non-Bintang,678016
Banten,2013,WNI,Non-Bintang,1561494.56
Banten,2014,WNI,Non-Bintang,588829.09
Banten,2015,WNI,Non-Bintang,560275.68
Banten,2016,WNI,Non-Bintang,990719
Banten,2017,WNI,Non-Bintang,1104991.99
Banten,2018,WNI,Non-Bintang,1116125
Banten,2019,WNI,Non-Bintang,943900.3
Banten,2020,WNI,Non-Bintang,283211
Banten,2021,WNI,Non-Bintang,460186
Bali,2003,WNA,Berbintang,1033.8
Bali,2004,WNA,Berbintang,1651.9
Bali,2005,WNA,Berbintang,1461.2
Bali,2006,WNA,Berbintang,1261.3
Bali,2007,WNA,Berbintang,1561.3
Bali,2008,WNA,Berbintang,1865.5
Bali,2009,WNA,Berbintang,2068.2
Bali,2010,WNA,Berbintang,2413.5
Bali,2011,WNA,Berbintang,2296
Bali,2012,WNA,Berbintang,2500.7
Bali,2013,WNA,Berbintang,4802.7
Bali,2014,WNA,Berbintang,5293.5
Bali,2015,WNA,Berbintang,5337.8
Bali,2016,WNA,Berbintang,5701.7
Bali,2017,WNA,Berbintang,5973.98
Bali,2018,WNA,Berbintang,9252.94
Bali,2019,WNA,Berbintang,5687.8
Bali,2020,WNA,Berbintang,1236.9
Bali,2021,WNA,Berbintang,97.83
Bali,2003,WNI,Berbintang,433.8
Bali,2004,WNI,Berbintang,565.6
Bali,2005,WNI,Berbintang,586
Bali,2006,WNI,Berbintang,588.9
Bali,2007,WNI,Berbintang,631.7
Bali,2008,WNI,Berbintang,591.8
Bali,2009,WNI,Berbintang,664.7
Bali,2010,WNI,Berbintang,717.8
Bali,2011,WNI,Berbintang,895.1
Bali,2012,WNI,Berbintang,947.2
Bali,2013,WNI,Berbintang,1643.4
Bali,2014,WNI,Berbintang,2104.4
Bali,2015,WNI,Berbintang,1846.9
Bali,2016,WNI,Berbintang,2601.12
Bali,2017,WNI,Berbintang,2304.34
Bali,2018,WNI,Berbintang,5148.95
Bali,2019,WNI,Berbintang,3186.16
Bali,2020,WNI,Berbintang,1236.9
Bali,2021,WNI,Berbintang,1839.42
Bali,2003,WNA,Non-Bintang,888255
Bali,2004,WNA,Non-Bintang,704343
Bali,2005,WNA,Non-Bintang,734387
Bali,2006,WNA,Non-Bintang,670350
Bali,2007,WNA,Non-Bintang,877928
Bali,2008,WNA,Non-Bintang,1016883
Bali,2009,WNA,Non-Bintang,831428
Bali,2010,WNA,Non-Bintang,1370043
Bali,2011,WNA,Non-Bintang,1365758
Bali,2012,WNA,Non-Bintang,1614981
Bali,2013,WNA,Non-Bintang,1559392.8
Bali,2014,WNA,Non-Bintang,1446092.91
Bali,2015,WNA,Non-Bintang,571698.89
Bali,2016,WNA,Non-Bintang,1476258
Bali,2017,WNA,Non-Bintang,1781450.02
Bali,2018,WNA,Non-Bintang,2384546
Bali,2019,WNA,Non-Bintang,2462937
Bali,2020,WNA,Non-Bintang,219740
Bali,2021,WNA,Non-Bintang,88294
Bali,2003,WNI,Non-Bintang,261086
Bali,2004,WNI,Non-Bintang,301836
Bali,2005,WNI,Non-Bintang,360682
Bali,2006,WNI,Non-Bintang,365261
Bali,2007,WNI,Non-Bintang,666261
Bali,2008,WNI,Non-Bintang,970501
Bali,2009,WNI,Non-Bintang,1119774
Bali,2010,WNI,Non-Bintang,1215316
Bali,2011,WNI,Non-Bintang,1537620
Bali,2012,WNI,Non-Bintang,1747294
Bali,2013,WNI,Non-Bintang,1390414.9
Bali,2014,WNI,Non-Bintang,1114685.85
Bali,2015,WNI,Non-Bintang,518630.24
Bali,2016,WNI,Non-Bintang,1190944
Bali,2017,WNI,Non-Bintang,1134354.66
Bali,2018,WNI,Non-Bintang,1915024
Bali,2019,WNI,Non-Bintang,1858640
Bali,2020,WNI,Non-Bintang,130270
Bali,2021,WNI,Non-Bintang,598234
Nusa Tenggara Barat,2003,WNA,Berbintang,29.3
Nusa Tenggara Barat,2004,WNA,Berbintang,45.6
Nusa Tenggara Barat,2005,WNA,Berbintang,49.5
Nusa Tenggara Barat,2006,WNA,Berbintang,42.3
Nusa Tenggara Barat,2007,WNA,Berbintang,43.1
Nusa Tenggara Barat,2008,WNA,Berbintang,46.2
Nusa Tenggara Barat,2009,WNA,Berbintang,80.4
Nusa Tenggara Barat,2010,WNA,Berbintang,91
Nusa Tenggara Barat,2011,WNA,Berbintang,59
Nusa Tenggara Barat,2012,WNA,Berbintang,72.7
Nusa Tenggara Barat,2013,WNA,Berbintang,117.7
Nusa Tenggara Barat,2014,WNA,Berbintang,220.4
Nusa Tenggara Barat,2015,WNA,Berbintang,154.2
Nusa Tenggara Barat,2016,WNA,Berbintang,285.95
Nusa Tenggara Barat,2017,WNA,Berbintang,317.1
Nusa Tenggara Barat,2018,WNA,Berbintang,211.6
Nusa Tenggara Barat,2019,WNA,Berbintang,195.8
Nusa Tenggara Barat,2020,WNA,Berbintang,40.62
Nusa Tenggara Barat,2021,WNA,Berbintang,7.57
Nusa Tenggara Barat,2003,WNI,Berbintang,75.9
Nusa Tenggara Barat,2004,WNI,Berbintang,121.9
Nusa Tenggara Barat,2005,WNI,Berbintang,112.4
Nusa Tenggara Barat,2006,WNI,Berbintang,133.7
Nusa Tenggara Barat,2007,WNI,Berbintang,136.1
Nusa Tenggara Barat,2008,WNI,Berbintang,159.5
Nusa Tenggara Barat,2009,WNI,Berbintang,258.3
Nusa Tenggara Barat,2010,WNI,Berbintang,284.2
Nusa Tenggara Barat,2011,WNI,Berbintang,208.1
Nusa Tenggara Barat,2012,WNI,Berbintang,253.9
Nusa Tenggara Barat,2013,WNI,Berbintang,422.2
Nusa Tenggara Barat,2014,WNI,Berbintang,645.9
Nusa Tenggara Barat,2015,WNI,Berbintang,439.6
Nusa Tenggara Barat,2016,WNI,Berbintang,1037.43
Nusa Tenggara Barat,2017,WNI,Berbintang,1105.58
Nusa Tenggara Barat,2018,WNI,Berbintang,656.11
Nusa Tenggara Barat,2019,WNI,Berbintang,557.37
Nusa Tenggara Barat,2020,WNI,Berbintang,40.62
Nusa Tenggara Barat,2021,WNI,Berbintang,439.09
Nusa Tenggara Barat,2003,WNA,Non-Bintang,59482
Nusa Tenggara Barat,2004,WNA,Non-Bintang,17039
Nusa Tenggara Barat,2005,WNA,Non-Bintang,36930
Nusa Tenggara Barat,2006,WNA,Non-Bintang,24595
Nusa Tenggara Barat,2007,WNA,Non-Bintang,43241
Nusa Tenggara Barat,2008,WNA,Non-Bintang,35175
Nusa Tenggara Barat,2009,WNA,Non-Bintang,82807
Nusa Tenggara Barat,2010,WNA,Non-Bintang,42435
Nusa Tenggara Barat,2011,WNA,Non-Bintang,209435
Nusa Tenggara Barat,2012,WNA,Non-Bintang,193969
Nusa Tenggara Barat,2013,WNA,Non-Bintang,274740.86
Nusa Tenggara Barat,2014,WNA,Non-Bintang,249121.01
Nusa Tenggara Barat,2015,WNA,Non-Bintang,92439.27
Nusa Tenggara Barat,2016,WNA,Non-Bintang,255304
Nusa Tenggara Barat,2017,WNA,Non-Bintang,287723.63
Nusa Tenggara Barat,2018,WNA,Non-Bintang,153157
Nusa Tenggara Barat,2019,WNA,Non-Bintang,237746
Nusa Tenggara Barat,2020,WNA,Non-Bintang,17840
Nusa Tenggara Barat,2021,WNA,Non-Bintang,5840
Nusa Tenggara Barat,2003,WNI,Non-Bintang,77713
Nusa Tenggara Barat,2004,WNI,Non-Bintang,756971
Nusa Tenggara Barat,2005,WNI,Non-Bintang,168465
Nusa Tenggara Barat,2006,WNI,Non-Bintang,153828
Nusa Tenggara Barat,2007,WNI,Non-Bintang,177067
Nusa Tenggara Barat,2008,WNI,Non-Bintang,198698
Nusa Tenggara Barat,2009,WNI,Non-Bintang,194936
Nusa Tenggara Barat,2010,WNI,Non-Bintang,588946
Nusa Tenggara Barat,2011,WNI,Non-Bintang,290627
Nusa Tenggara Barat,2012,WNI,Non-Bintang,415261
Nusa Tenggara Barat,2013,WNI,Non-Bintang,790516.73
Nusa Tenggara Barat,2014,WNI,Non-Bintang,739260.22
Nusa Tenggara Barat,2015,WNI,Non-Bintang,351908.72
Nusa Tenggara Barat,2016,WNI,Non-Bintang,491129
Nusa Tenggara Barat,2017,WNI,Non-Bintang,712815.88
Nusa Tenggara Barat,2018,WNI,Non-Bintang,623903
Nusa Tenggara Barat,2019,WNI,Non-Bintang,932996.5
Nusa Tenggara Barat,2020,WNI,Non-Bintang,198071
Nusa Tenggara Barat,2021,WNI,Non-Bintang,508162
Nusa Tenggara Timur,2003,WNA,Berbintang,1.5
Nusa Tenggara Timur,2004,WNA,Berbintang,2.1
Nusa Tenggara Timur,2005,WNA,Berbintang,2.3
Nusa Tenggara Timur,2006,WNA,Berbintang,3.1
Nusa Tenggara Timur,2007,WNA,Berbintang,2.8
Nusa Tenggara Timur,2008,WNA,Berbintang,3.3
Nusa Tenggara Timur,2009,WNA,Berbintang,8.3
Nusa Tenggara Timur,2010,WNA,Berbintang,9.5
Nusa Tenggara Timur,2011,WNA,Berbintang,15.3
Nusa Tenggara Timur,2012,WNA,Berbintang,11
Nusa Tenggara Timur,2013,WNA,Berbintang,19.8
Nusa Tenggara Timur,2014,WNA,Berbintang,22.6
Nusa Tenggara Timur,2015,WNA,Berbintang,25
Nusa Tenggara Timur,2016,WNA,Berbintang,48.27
Nusa Tenggara Timur,2017,WNA,Berbintang,49.79
Nusa Tenggara Timur,2018,WNA,Berbintang,34.78
Nusa Tenggara Timur,2019,WNA,Berbintang,58.59
Nusa Tenggara Timur,2020,WNA,Berbintang,11.1
Nusa Tenggara Timur,2021,WNA,Berbintang,6.1
Nusa Tenggara Timur,2003,WNI,Berbintang,19.5
Nusa Tenggara Timur,2004,WNI,Berbintang,25.8
Nusa Tenggara Timur,2005,WNI,Berbintang,29.8
Nusa Tenggara Timur,2006,WNI,Berbintang,29.4
Nusa Tenggara Timur,2007,WNI,Berbintang,37.3
Nusa Tenggara Timur,2008,WNI,Berbintang,42.3
Nusa Tenggara Timur,2009,WNI,Berbintang,54.1
Nusa Tenggara Timur,2010,WNI,Berbintang,67.6
Nusa Tenggara Timur,2011,WNI,Berbintang,57.3
Nusa Tenggara Timur,2012,WNI,Berbintang,70.4
Nusa Tenggara Timur,2013,WNI,Berbintang,132.7
Nusa Tenggara Timur,2014,WNI,Berbintang,178.4
Nusa Tenggara Timur,2015,WNI,Berbintang,232.8
Nusa Tenggara Timur,2016,WNI,Berbintang,451.74
Nusa Tenggara Timur,2017,WNI,Berbintang,496.07
Nusa Tenggara Timur,2018,WNI,Berbintang,395.7
Nusa Tenggara Timur,2019,WNI,Berbintang,449.67
Nusa Tenggara Timur,2020,WNI,Berbintang,11.1
Nusa Tenggara Timur,2021,WNI,Berbintang,322.02
Nusa Tenggara Timur,2003,WNA,Non-Bintang,4472
Nusa Tenggara Timur,2004,WNA,Non-Bintang,20341
Nusa Tenggara Timur,2005,WNA,Non-Bintang,22891
Nusa Tenggara Timur,2006,WNA,Non-Bintang,10815
Nusa Tenggara Timur,2007,WNA,Non-Bintang,23407
Nusa Tenggara Timur,2008,WNA,Non-Bintang,7621
Nusa Tenggara Timur,2009,WNA,Non-Bintang,23253
Nusa Tenggara Timur,2010,WNA,Non-Bintang,42033
Nusa Tenggara Timur,2011,WNA,Non-Bintang,34836
Nusa Tenggara Timur,2012,WNA,Non-Bintang,37631
Nusa Tenggara Timur,2013,WNA,Non-Bintang,49286.5
Nusa Tenggara Timur,2014,WNA,Non-Bintang,80727.53
Nusa Tenggara Timur,2015,WNA,Non-Bintang,86570.61
Nusa Tenggara Timur,2016,WNA,Non-Bintang,90944
Nusa Tenggara Timur,2017,WNA,Non-Bintang,135753.21
Nusa Tenggara Timur,2018,WNA,Non-Bintang,104513
Nusa Tenggara Timur,2019,WNA,Non-Bintang,112806
Nusa Tenggara Timur,2020,WNA,Non-Bintang,33683
Nusa Tenggara Timur,2021,WNA,Non-Bintang,4165
Nusa Tenggara Timur,2003,WNI,Non-Bintang,228100
Nusa Tenggara Timur,2004,WNI,Non-Bintang,155911
Nusa Tenggara Timur,2005,WNI,Non-Bintang,125373
Nusa Tenggara Timur,2006,WNI,Non-Bintang,148283
Nusa Tenggara Timur,2007,WNI,Non-Bintang,144541
Nusa Tenggara Timur,2008,WNI,Non-Bintang,154580
Nusa Tenggara Timur,2009,WNI,Non-Bintang,208910
Nusa Tenggara Timur,2010,WNI,Non-Bintang,200200
Nusa Tenggara Timur,2011,WNI,Non-Bintang,225211
Nusa Tenggara Timur,2012,WNI,Non-Bintang,268075
Nusa Tenggara Timur,2013,WNI,Non-Bintang,360886.95
Nusa Tenggara Timur,2014,WNI,Non-Bintang,508956.63
Nusa Tenggara Timur,2015,WNI,Non-Bintang,440152.77
Nusa Tenggara Timur,2016,WNI,Non-Bintang,490910
Nusa Tenggara Timur,2017,WNI,Non-Bintang,510828.61
Nusa Tenggara Timur,2018,WNI,Non-Bintang,592033
Nusa Tenggara Timur,2019,WNI,Non-Bintang,456460.6
Nusa Tenggara Timur,2020,WNI,Non-Bintang,102821
Nusa Tenggara Timur,2021,WNI,Non-Bintang,286607
Kalimantan Barat,2003,WNA,Berbintang,6.9
Kalimantan Barat,2004,WNA,Berbintang,4.5
Kalimantan Barat,2005,WNA,Berbintang,8.8
Kalimantan Barat,2006,WNA,Berbintang,12
Kalimantan Barat,2007,WNA,Berbintang,11.2
Kalimantan Barat,2008,WNA,Berbintang,14.2
Kalimantan Barat,2009,WNA,Berbintang,13.9
Kalimantan Barat,2010,WNA,Berbintang,10
Kalimantan Barat,2011,WNA,Berbintang,15.6
Kalimantan Barat,2012,WNA,Berbintang,20.2
Kalimantan Barat,2013,WNA,Berbintang,30.5
Kalimantan Barat,2014,WNA,Berbintang,18.4
Kalimantan Barat,2015,WNA,Berbintang,24.9
Kalimantan Barat,2016,WNA,Berbintang,31.36
Kalimantan Barat,2017,WNA,Berbintang,35.56
Kalimantan Barat,2018,WNA,Berbintang,33.33
Kalimantan Barat,2019,WNA,Berbintang,33
Kalimantan Barat,2020,WNA,Berbintang,9.21
Kalimantan Barat,2021,WNA,Berbintang,2.36
Kalimantan Barat,2003,WNI,Berbintang,80.7
Kalimantan Barat,2004,WNI,Berbintang,81.5
Kalimantan Barat,2005,WNI,Berbintang,130.8
Kalimantan Barat,2006,WNI,Berbintang,164.1
Kalimantan Barat,2007,WNI,Berbintang,135.5
Kalimantan Barat,2008,WNI,Berbintang,213
Kalimantan Barat,2009,WNI,Berbintang,201.5
Kalimantan Barat,2010,WNI,Berbintang,201.7
Kalimantan Barat,2011,WNI,Berbintang,277.7
Kalimantan Barat,2012,WNI,Berbintang,487.6
Kalimantan Barat,2013,WNI,Berbintang,819.3
Kalimantan Barat,2014,WNI,Berbintang,663.1
Kalimantan Barat,2015,WNI,Berbintang,630
Kalimantan Barat,2016,WNI,Berbintang,1032.67
Kalimantan Barat,2017,WNI,Berbintang,1268.58
Kalimantan Barat,2018,WNI,Berbintang,1047.38
Kalimantan Barat,2019,WNI,Berbintang,977.22
Kalimantan Barat,2020,WNI,Berbintang,9.21
Kalimantan Barat,2021,WNI,Berbintang,783.98
Kalimantan Barat,2003,WNA,Non-Bintang,25459
Kalimantan Barat,2004,WNA,Non-Bintang,8211
Kalimantan Barat,2005,WNA,Non-Bintang,5957
Kalimantan Barat,2006,WNA,Non-Bintang,4456
Kalimantan Barat,2007,WNA,Non-Bintang,4257
Kalimantan Barat,2008,WNA,Non-Bintang,13430
Kalimantan Barat,2009,WNA,Non-Bintang,8888
Kalimantan Barat,2010,WNA,Non-Bintang,7867
Kalimantan Barat,2011,WNA,Non-Bintang,4494
Kalimantan Barat,2012,WNA,Non-Bintang,8436
Kalimantan Barat,2013,WNA,Non-Bintang,3963.7
Kalimantan Barat,2014,WNA,Non-Bintang,4001.02
Kalimantan Barat,2015,WNA,Non-Bintang,6164.37
Kalimantan Barat,2016,WNA,Non-Bintang,13188
Kalimantan Barat,2017,WNA,Non-Bintang,10118.35
Kalimantan Barat,2018,WNA,Non-Bintang,3929
Kalimantan Barat,2019,WNA,Non-Bintang,7301
Kalimantan Barat,2020,WNA,Non-Bintang,878
Kalimantan Barat,2021,WNA,Non-Bintang,975
Kalimantan Barat,2003,WNI,Non-Bintang,247425
Kalimantan Barat,2004,WNI,Non-Bintang,289449
Kalimantan Barat,2005,WNI,Non-Bintang,235539
Kalimantan Barat,2006,WNI,Non-Bintang,312753
Kalimantan Barat,2007,WNI,Non-Bintang,360536
Kalimantan Barat,2008,WNI,Non-Bintang,595334
Kalimantan Barat,2009,WNI,Non-Bintang,690151
Kalimantan Barat,2010,WNI,Non-Bintang,621238
Kalimantan Barat,2011,WNI,Non-Bintang,1029348
Kalimantan Barat,2012,WNI,Non-Bintang,1208147
Kalimantan Barat,2013,WNI,Non-Bintang,965874.13
Kalimantan Barat,2014,WNI,Non-Bintang,1179572.11
Kalimantan Barat,2015,WNI,Non-Bintang,484106.59
Kalimantan Barat,2016,WNI,Non-Bintang,1578286
Kalimantan Barat,2017,WNI,Non-Bintang,1677423.6
Kalimantan Barat,2018,WNI,Non-Bintang,1719915
Kalimantan Barat,2019,WNI,Non-Bintang,1207524
Kalimantan Barat,2020,WNI,Non-Bintang,517790
Kalimantan Barat,2021,WNI,Non-Bintang,1122672
Kalimantan Tengah,2003,WNA,Berbintang,0.2
Kalimantan Tengah,2004,WNA,Berbintang,0.4
Kalimantan Tengah,2005,WNA,Berbintang,0.4
Kalimantan Tengah,2006,WNA,Berbintang,0.5
Kalimantan Tengah,2007,WNA,Berbintang,0.6
Kalimantan Tengah,2008,WNA,Berbintang,0.3
Kalimantan Tengah,2009,WNA,Berbintang,0.3
Kalimantan Tengah,2010,WNA,Berbintang,0.2
Kalimantan Tengah,2011,WNA,Berbintang,1.6
Kalimantan Tengah,2012,WNA,Berbintang,1.4
Kalimantan Tengah,2013,WNA,Berbintang,29.9
Kalimantan Tengah,2014,WNA,Berbintang,3.2
Kalimantan Tengah,2015,WNA,Berbintang,4.1
Kalimantan Tengah,2016,WNA,Berbintang,9.31
Kalimantan Tengah,2017,WNA,Berbintang,7.69
Kalimantan Tengah,2018,WNA,Berbintang,5.47
Kalimantan Tengah,2019,WNA,Berbintang,6.68
Kalimantan Tengah,2020,WNA,Berbintang,1.3
Kalimantan Tengah,2021,WNA,Berbintang,1.12
Kalimantan Tengah,2003,WNI,Berbintang,7.5
Kalimantan Tengah,2004,WNI,Berbintang,17.1
Kalimantan Tengah,2005,WNI,Berbintang,18.4
Kalimantan Tengah,2006,WNI,Berbintang,22.2
Kalimantan Tengah,2007,WNI,Berbintang,24.8
Kalimantan Tengah,2008,WNI,Berbintang,26.5
Kalimantan Tengah,2009,WNI,Berbintang,25.4
Kalimantan Tengah,2010,WNI,Berbintang,19.7
Kalimantan Tengah,2011,WNI,Berbintang,70.1
Kalimantan Tengah,2012,WNI,Berbintang,77.7
Kalimantan Tengah,2013,WNI,Berbintang,993.9
Kalimantan Tengah,2014,WNI,Berbintang,118.3
Kalimantan Tengah,2015,WNI,Berbintang,127.2
Kalimantan Tengah,2016,WNI,Berbintang,410.58
Kalimantan Tengah,2017,WNI,Berbintang,469.71
Kalimantan Tengah,2018,WNI,Berbintang,295.51
Kalimantan Tengah,2019,WNI,Berbintang,396.28
Kalimantan Tengah,2020,WNI,Berbintang,1.3
Kalimantan Tengah,2021,WNI,Berbintang,275.48
Kalimantan Tengah,2003,WNA,Non-Bintang,468
Kalimantan Tengah,2004,WNA,Non-Bintang,461
Kalimantan Tengah,2005,WNA,Non-Bintang,593
Kalimantan Tengah,2006,WNA,Non-Bintang,381
Kalimantan Tengah,2007,WNA,Non-Bintang,203
Kalimantan Tengah,2008,WNA,Non-Bintang,148
Kalimantan Tengah,2009,WNA,Non-Bintang,129
Kalimantan Tengah,2010,WNA,Non-Bintang,257
Kalimantan Tengah,2011,WNA,Non-Bintang,324
Kalimantan Tengah,2012,WNA,Non-Bintang,305
Kalimantan Tengah,2013,WNA,Non-Bintang,578.18
Kalimantan Tengah,2014,WNA,Non-Bintang,741.27
Kalimantan Tengah,2015,WNA,Non-Bintang,1618.6
Kalimantan Tengah,2016,WNA,Non-Bintang,3147
Kalimantan Tengah,2017,WNA,Non-Bintang,2114.89
Kalimantan Tengah,2018,WNA,Non-Bintang,4260
Kalimantan Tengah,2019,WNA,Non-Bintang,1454
Kalimantan Tengah,2020,WNA,Non-Bintang,302
Kalimantan Tengah,2021,WNA,Non-Bintang,1113
Kalimantan Tengah,2003,WNI,Non-Bintang,355680
Kalimantan Tengah,2004,WNI,Non-Bintang,325914
Kalimantan Tengah,2005,WNI,Non-Bintang,312306
Kalimantan Tengah,2006,WNI,Non-Bintang,205779
Kalimantan Tengah,2007,WNI,Non-Bintang,466077
Kalimantan Tengah,2008,WNI,Non-Bintang,371430
Kalimantan Tengah,2009,WNI,Non-Bintang,287491
Kalimantan Tengah,2010,WNI,Non-Bintang,561447
Kalimantan Tengah,2011,WNI,Non-Bintang,688876
Kalimantan Tengah,2012,WNI,Non-Bintang,631989
Kalimantan Tengah,2013,WNI,Non-Bintang,1144087.98
Kalimantan Tengah,2014,WNI,Non-Bintang,801904.85
Kalimantan Tengah,2015,WNI,Non-Bintang,433061.72
Kalimantan Tengah,2016,WNI,Non-Bintang,1013814
Kalimantan Tengah,2017,WNI,Non-Bintang,1184140.15
Kalimantan Tengah,2018,WNI,Non-Bintang,1143756
Kalimantan Tengah,2019,WNI,Non-Bintang,997713.2
Kalimantan Tengah,2020,WNI,Non-Bintang,381728
Kalimantan Tengah,2021,WNI,Non-Bintang,737948
Kalimantan Selatan,2003,WNA,Berbintang,4.4
Kalimantan Selatan,2004,WNA,Berbintang,5.8
Kalimantan Selatan,2005,WNA,Berbintang,4.5
Kalimantan Selatan,2006,WNA,Berbintang,4.6
Kalimantan Selatan,2007,WNA,Berbintang,4.6
Kalimantan Selatan,2008,WNA,Berbintang,10
